Z,N,A,symbol,parity,is_magic_Z,is_magic_N,is_magic_any,B_obs_MeV,sigma_B_obs_MeV,B_over_A_obs_MeV,r_rms_fm,sigma_r_rms_fm,R_model_fm,sigma_R_model_fm,radius_source,L_fm,R_ref_fm,J_ref_MeV,J_E_MeV,sigma_J_E_from_R_model_MeV,C_required,C_collective,B_pred_collective_MeV,sigma_B_pred_collective_from_R_MeV,ratio_collective,Delta_B_collective_MeV,C_pn_only,B_pred_pn_only_MeV,sigma_B_pred_pn_only_from_R_MeV,ratio_pn_only,Delta_B_pn_only_MeV,C_pairwise_all,B_pred_pairwise_all_MeV,sigma_B_pred_pairwise_all_from_R_MeV,ratio_pairwise_all,Delta_B_pairwise_all_MeV,log10_ratio_collective,z_robust_log10_ratio_collective,is_outlier_robust_abs_z_gt3,r0_from_R_model_fm,d_spacing_fm,J_E_local_spacing_MeV,B_pred_local_spacing_MeV,ratio_local_spacing,Delta_B_local_spacing_MeV,nu_base_from_C_collective,nu_sat_frozen,nu_eff_saturated,C_eff_saturated,B_pred_local_spacing_sat_MeV,ratio_local_spacing_sat,Delta_B_local_spacing_sat_MeV,B_pred_pmodel_local_sat_MeV,B_pred_yukawa_proxy_MeV,B_pred_semf_ref_MeV,ratio_pmodel_local_sat,ratio_yukawa_proxy,ratio_semf_ref,Delta_B_P_minus_Yukawa_MeV,Delta_B_P_minus_SEMF_MeV,Delta_Bfrac_P_minus_Yukawa,Delta_Bfrac_P_minus_SEMF
91,128,219,Pa,oe,False,False,False,1677.8418477,0.06970770000000001,7.6613783,nan,nan,7.395028464716546,0.23602723671054848,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12615883145652082,0.021061369212446432,6649.7201516892965,218,55.00525051504308,9.182756976626644,0.03278333449034231,-1622.8365971849569,11648,2938.996137611109,490.6456571731521,1.7516526612087489,1261.1542899111091,23871,6023.074931397217,1005.5118889406175,3.589775126692483,4345.233083697218,-1.4843468751369269,-0.8489998089825724,False,1.226851,1.977674,5.821216,2538.050242,1.512687,860.208394,1.990868,1.500000,1.500000,164.250000,1912.269506,1.139719,234.427658,1912.268233,55.005251,1688.315229,1.139719,0.032783,1.006242,1857.262982,223.953004,1.106936,0.133477
92,127,219,U,eo,False,False,False,1672.3467873,0.013337100000000001,7.636286699999999,nan,nan,7.395028464716546,0.23602723671054848,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12615883145652082,0.021061369212446432,6627.941809513172,218,55.00525051504308,9.182756976626644,0.032891055212208066,-1617.3415367849568,11684,2948.0795734759786,492.16207575644825,1.7628398582543077,1275.7327861759786,23871,6023.074931397217,1005.5118889406175,3.6015705457367835,4350.728144097217,-1.4829221932401195,-0.8448443837198208,False,1.226851,1.977674,5.821216,2538.050242,1.517658,865.703454,1.990868,1.500000,1.500000,164.250000,1912.269506,1.143465,239.922718,1912.270019,55.005251,1682.430723,1.143465,0.032891,1.006030,1857.264769,229.839296,1.110574,0.137435
93,126,219,Np,oe,False,True,True,1665.4234308000002,0.0919581,7.6046732000000015,nan,nan,7.395028464716546,0.23602723671054848,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12615883145652082,0.021061369212446432,6600.502761370175,218,55.00525051504308,9.182756976626644,0.033027787106742486,-1610.418180284957,11718,2956.6583740150218,493.5942488628946,1.775319308792699,1291.2349432150215,23871,6023.074931397217,1005.5118889406175,3.616542688188302,4357.651500597217,-1.4811205234786011,-0.8395893832464333,False,1.226851,1.977674,5.821216,2538.050242,1.523967,872.626811,1.990868,1.500000,1.500000,164.250000,1912.269506,1.148218,246.846075,1912.269161,55.005251,1675.444551,1.148218,0.033028,1.006017,1857.263910,236.824610,1.115190,0.142201
82,138,220,Pb,ee,True,False,True,1687.4,0.44,7.670000000000001,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6740.974268899356,219,54.820057941021844,9.165748914074435,0.03248788546937409,-1632.5799420589783,11316,2832.6199801854027,473.60554662861324,1.6786890957599874,1145.2199801854026,24090,6030.206373512403,1008.2323805481878,3.57366740163115,4342.806373512403,-1.4882785545481387,-0.8604674916891488,False,1.226851,1.977674,5.821216,2549.692674,1.511019,862.292674,1.990909,1.500000,1.500000,165.000000,1921.001330,1.138439,233.601330,1921.001969,54.820058,1696.956505,1.138439,0.032488,1.005663,1866.181911,224.045464,1.105951,0.132776
83,137,220,Bi,oo,False,False,False,1689.82,0.22,7.681,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6750.641898228937,219,54.820057941021844,9.165748914074435,0.03244135939983066,-1634.9999420589781,11371,2846.3875746454764,475.90744704082374,1.6844324097510246,1156.5675746454765,24090,6030.206373512403,1008.2323805481878,3.568549533981373,4340.386373512403,-1.4889009557100938,-0.8622828734369973,False,1.226851,1.977674,5.821216,2549.692674,1.508855,859.872674,1.990909,1.500000,1.500000,165.000000,1921.001330,1.136809,231.181330,1921.002584,54.820058,1699.833497,1.136809,0.032441,1.005926,1866.182526,221.169088,1.104368,0.130883
84,136,220,Po,ee,False,False,False,1694.709368,0.017688000000000002,7.7032244,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6770.174376526425,219,54.820057941021844,9.165748914074435,0.032347763561204224,-1639.8893100589783,11424,2859.654529307002,478.1256419834993,1.687401145768023,1164.945161307002,24090,6030.206373512403,1008.2323805481878,3.5582539917324647,4335.497005512403,-1.490155739928912,-0.8659427515149485,False,1.226851,1.977674,5.821216,2549.692674,1.504501,854.983306,1.990909,1.500000,1.500000,165.000000,1921.001330,1.133528,226.291962,1921.000520,54.820058,1704.628137,1.133528,0.032348,1.005853,1866.180463,216.372383,1.101180,0.127675
85,135,220,At,oo,False,False,False,1694.814726,0.01397,7.7037033,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6770.595269952419,219,54.820057941021844,9.165748914074435,0.03234575266548743,-1639.9946680589783,11475,2872.4208441699802,480.2601314566399,1.6948288211710878,1177.6061181699802,24090,6030.206373512403,1008.2323805481878,3.558032793203617,4335.391647512402,-1.4901827386442301,-0.8660214997210891,False,1.226851,1.977674,5.821216,2549.692674,1.504408,854.877948,1.990909,1.500000,1.500000,165.000000,1921.001330,1.133458,226.186604,1921.001310,54.820058,1705.310383,1.133458,0.032346,1.006193,1866.181252,215.690926,1.101112,0.127265
86,134,220,Rn,ee,False,False,False,1697.796144,0.0018040000000000003,7.717255199999999,5.6731,0.0194,7.323940607123099,0.02504529230547463,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13266438104819628,0.00235010497458088,6398.839426926506,219,58.10699889910997,1.0293459788664254,0.03422495633793239,-1639.6891451008898,11524,3057.6486543988276,54.16521945414012,1.8009515837366796,1359.8525103988277,24090,6391.769878902097,113.2280576753068,3.764745197172563,4693.973734902097,-1.4656570972394691,-0.7944866047337122,False,1.213214,1.955690,5.912437,2589.647617,1.525300,891.851473,1.990909,1.500000,1.500000,165.000000,1951.104369,1.149199,253.308225,1951.105631,58.106999,1707.910278,1.149199,0.034225,1.005957,1892.998632,243.195353,1.114974,0.143242
87,133,220,Fr,oo,False,False,False,1696.14346,0.004026,7.7097430000000005,5.6688,0.0177,7.318389330993535,0.02285060174262376,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13318630458622666,0.0021526034507618782,6367.559582306352,219,58.335601408767275,0.9428403114337026,0.0343930821799515,-1637.8078585912326,11571,3082.1974607344573,49.815549057531385,1.81717969819278,1386.0540007344573,24090,6416.9161549644,103.71243425770729,3.783239039794665,4720.7726949644,-1.4635289025797202,-0.7882792163524942,False,1.212294,1.954208,5.918640,2592.364203,1.528387,896.220743,1.990909,1.500000,1.500000,165.000000,1953.151112,1.151524,257.007652,1953.149902,58.335601,1706.397778,1.151524,0.034393,1.006046,1894.814300,246.752123,1.117131,0.145478
88,132,220,Ra,ee,False,False,False,1696.571338,0.007590000000000001,7.7116879,5.6683,0.0215,7.317743833769168,0.02775638064781982,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.1332471264767817,0.0026159383740061567,6366.2586310843535,219,58.36224139683038,1.1457810078146966,0.034400110440172,-1638.2090966031697,11616,3095.5972423085923,60.77348030491103,1.8246195564978902,1399.0259043085923,24090,6419.846553651342,126.03591085961664,3.7840121484189204,4723.2752156513425,-1.4634401631412521,-0.788020386570745,False,1.212187,1.954036,5.919361,2592.680269,1.528188,896.108931,1.990909,1.500000,1.500000,165.000000,1953.389244,1.151375,256.817906,1953.389824,58.362241,1706.802927,1.151375,0.034400,1.006031,1895.027583,246.586897,1.116975,0.145344
89,131,220,Ac,oo,False,False,False,1692.31733,0.006138,7.6923515,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6760.618452259369,219,54.820057941021844,9.165748914074435,0.03239348612060945,-1637.4972720589783,11659,2918.479705636409,487.9610346538531,1.7245463684026736,1226.162375636409,24090,6030.206373512403,1008.2323805481878,3.5632834732670395,4337.889043512403,-1.4895423115923527,-0.8641535411569461,False,1.226851,1.977674,5.821216,2549.692674,1.506628,857.375344,1.990909,1.500000,1.500000,165.000000,1921.001330,1.135131,228.684000,1921.001863,54.820058,1703.095681,1.135131,0.032393,1.006369,1866.181805,217.906182,1.102738,0.128762
90,130,220,Th,ee,False,False,False,1690.5892079999999,0.013683999999999998,7.6844964,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6753.714798155114,219,54.820057941021844,9.165748914074435,0.03242659877491768,-1635.769150058978,11700,2928.742821506646,489.6769967793191,1.7323799345503963,1238.1536135066463,24090,6030.206373512403,1008.2323805481878,3.5669258652409446,4339.6171655124035,-1.4890986020748067,-0.8628593562987922,False,1.226851,1.977674,5.821216,2549.692674,1.508168,859.103466,1.990909,1.500000,1.500000,165.000000,1921.001330,1.136291,230.412122,1921.001302,54.820058,1701.306083,1.136291,0.032427,1.006339,1866.181244,219.695218,1.103864,0.129952
91,129,220,Pa,oo,False,False,False,1684.218008,0.014652000000000002,7.6555364,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6728.262566756506,219,54.820057941021844,9.165748914074435,0.03254926481051011,-1629.3979500589783,11739,2938.505297578335,491.3092534352502,1.744729769911316,1254.287289578335,24090,6030.206373512403,1008.2323805481878,3.5804191291561125,4345.988365512403,-1.4874588163844058,-0.8580765294104458,False,1.226851,1.977674,5.821216,2549.692674,1.513873,865.474666,1.990909,1.500000,1.500000,165.000000,1921.001330,1.140589,236.783322,1921.000534,54.820058,1695.404091,1.140589,0.032549,1.006642,1866.180476,225.596442,1.108040,0.133947
92,128,220,U,ee,False,False,False,1680.8,0.0,7.64,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6714.608007091405,219,54.820057941021844,9.165748914074435,0.03261545570027478,-1625.9799420589782,11776,2947.7671338514756,492.8578046216463,1.7537881567417157,1266.9671338514756,24090,6030.206373512403,1008.2323805481878,3.5877001270302253,4349.406373512403,-1.4865765491748477,-0.8555031862246365,False,1.226851,1.977674,5.821216,2549.692674,1.516952,868.892674,1.990909,1.500000,1.500000,165.000000,1921.001330,1.142909,240.201330,1921.001447,54.820058,1691.419748,1.142909,0.032615,1.006318,1866.181389,229.581699,1.110294,0.136591
93,127,220,Np,oo,False,False,False,1672.456676,0.030712,7.6020758,nan,nan,7.406267127091583,0.23638594126961263,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12515994963703617,0.020926367383731586,6681.277360889502,219,54.820057941021844,9.165748914074435,0.032778163241952846,-1617.6366180589782,11811,2956.5283303260685,494.3226503385075,1.7677757353913475,1284.0716543260685,24090,6030.206373512403,1008.2323805481878,3.6055979566148135,4357.749697512403,-1.4844153862210978,-0.8491996379342706,False,1.226851,1.977674,5.821216,2549.692674,1.524519,877.235998,1.990909,1.500000,1.500000,165.000000,1921.001330,1.148610,248.544654,1921.000463,54.820058,1683.323010,1.148610,0.032778,1.006497,1866.180405,237.677453,1.115832,0.142113
83,138,221,Bi,oe,False,False,False,1694.628,0.221,7.667999999999999,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6823.714294124167,220,54.635663793988265,9.148738634846772,0.032240505759369174,-1639.9923362060117,11454,2844.5313322560983,476.3166014706133,1.6785579680355207,1149.9033322560983,24310,6037.2408492357035,1010.9356191505683,3.562575886410294,4342.612849235704,-1.4915981540015508,-0.8701498969066487,False,1.226851,1.977674,5.821216,2561.335106,1.511444,866.707106,1.990950,1.500000,1.500000,165.750000,1929.733154,1.138736,235.105154,1929.733910,54.635664,1705.316163,1.138736,0.032241,1.006307,1875.098246,224.417747,1.106495,0.132429
84,137,221,Po,eo,False,False,False,1698.2703893999999,0.0195585,7.684481399999999,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6838.381008360889,220,54.635663793988265,9.148738634846772,0.0321713574793535,-1643.6347256060117,11508,2857.941904278259,478.5622009537121,1.6828544630563638,1159.671514878259,24310,6037.2408492357035,1010.9356191505683,3.5549350014685617,4338.970459835704,-1.4925306135352598,-0.8728696380022232,False,1.226851,1.977674,5.821216,2561.335106,1.508202,863.064717,1.990950,1.500000,1.500000,165.750000,1929.733154,1.136293,231.462764,1929.732756,54.635664,1708.958445,1.136293,0.032171,1.006293,1875.097092,220.774310,1.104122,0.130000
85,136,221,At,oe,False,False,False,1700.4790634,0.0139672,7.6944754,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6847.274618253362,220,54.635663793988265,9.148738634846772,0.032129571583638154,-1645.8433996060119,11560,2870.8557884477473,480.724630085585,1.6882629432129868,1170.3767250477472,24310,6037.2408492357035,1010.9356191505683,3.5503176599920163,4336.761785835703,-1.4930950653013408,-0.8745159964866217,False,1.226851,1.977674,5.821216,2561.335106,1.506243,860.856043,1.990950,1.500000,1.500000,165.750000,1929.733154,1.134817,229.254090,1929.732549,54.635664,1711.507610,1.134817,0.032130,1.006486,1875.096885,218.224939,1.102687,0.128331
86,135,221,Rn,eo,False,False,False,1702.0080961,0.0057239,7.701394100000001,5.6834,0.0199,7.337237849945077,0.025690789529842533,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.1314224941589275,0.0023881080808403044,6475.330220265732,220,57.825897429928105,1.050767555569734,0.0339751012715104,-1644.182198670072,11610,3051.6303143702967,55.45186963711187,1.7929587534647078,1349.6222182702966,24310,6389.761666007055,116.1098148904556,3.754248690501899,4687.753569907055,-1.4688392400673564,-0.8037680848496029,False,1.213580,1.956282,5.909966,2600.385000,1.527834,898.376904,1.990950,1.500000,1.500000,165.750000,1959.153699,1.151084,257.145603,1959.154287,57.825897,1712.963657,1.151084,0.033975,1.006437,1901.328390,246.190630,1.117109,0.144647
87,134,221,Fr,oe,False,False,False,1702.4198412,0.004884100000000001,7.7032572,5.679,0.0177,7.331557474370641,0.02285060174262376,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13195158021458078,0.002132647405345632,6450.9263111192395,220,58.05869529441554,0.9383648583520782,0.034103629368823135,-1644.3611459055846,11658,3076.5830442831657,49.72480690303876,1.8071823235533644,1374.1632030831656,24310,6415.485830032918,103.68931684790464,3.768451045254957,4713.065988832917,-1.4671994001577102,-0.7989850998178687,False,1.212641,1.954767,5.916300,2603.172103,1.529101,900.752262,1.990950,1.500000,1.500000,165.750000,1961.253528,1.152039,258.833686,1961.254051,58.058695,1713.326587,1.152039,0.034104,1.006407,1903.195356,247.927465,1.117935,0.145632
88,133,221,Ra,eo,False,False,False,1701.9508792,0.004641,7.7011351999999995,5.6795,0.0228,7.332202971595008,0.02943467343117637,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13189134968817035,0.0027458850734459737,6452.0944065850745,220,58.032193862794955,1.2081894323162283,0.03409745520392041,-1643.918685337205,11704,3087.3127135006916,64.27567779922335,1.8139846168485658,1385.3618343006917,24310,6412.557421838842,133.50493227094324,3.767768800033205,4710.606542638842,-1.467278032507085,-0.7992144498586,False,1.212747,1.954939,5.915580,2602.855236,1.529336,900.904357,1.990950,1.500000,1.500000,165.750000,1961.014797,1.152216,259.063918,1961.015034,58.032194,1712.596399,1.152216,0.034097,1.006255,1902.982840,248.418635,1.118119,0.145961
89,132,221,Ac,oe,False,False,False,1699.6013618999998,0.05690750000000001,7.6905038999999995,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6843.740400553946,220,54.635663793988265,9.148738634846772,0.032146163811560234,-1644.9656981060116,11748,2917.5444465989735,488.54264310081766,1.7166051475373167,1217.9430846989737,24310,6037.2408492357035,1010.9356191505683,3.5521511011774063,4337.639487335704,-1.4928708465306089,-0.8738620088516481,False,1.226851,1.977674,5.821216,2561.335106,1.507021,861.733744,1.990950,1.500000,1.500000,165.750000,1929.733154,1.135403,230.131792,1929.732485,54.635664,1710.773093,1.135403,0.032146,1.006573,1875.096821,218.959392,1.103257,0.128830
90,131,221,Th,eo,False,False,False,1696.410144,0.0080002,7.676063999999999,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6830.890406809068,220,54.635663793988265,9.148738634846772,0.03220663587000354,-1641.7744802060117,11790,2927.9748915050986,490.2892204765611,1.7259828950333715,1231.5647475050987,24310,6037.2408492357035,1010.9356191505683,3.558833263635391,4340.830705235703,-1.492054636850488,-0.871481338238736,False,1.226851,1.977674,5.821216,2561.335106,1.509856,864.924962,1.990950,1.500000,1.500000,165.750000,1929.733154,1.137539,233.323010,1929.732699,54.635664,1707.856670,1.137539,0.032207,1.006747,1875.097035,221.876028,1.105332,0.130792
91,130,221,Pa,oe,False,False,False,1692.1927789,0.0593827,7.6569809,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6813.908452942845,220,54.635663793988265,9.148738634846772,0.03228690281346305,-1637.5571151060117,11830,2937.908648558551,491.9526275010787,1.7361548194693994,1245.715869658551,24310,6037.2408492357035,1010.9356191505683,3.5677027608876672,4345.048070335703,-1.4909736135624496,-0.8683282754456987,False,1.226851,1.977674,5.821216,2561.335106,1.513619,869.142327,1.990950,1.500000,1.500000,165.750000,1929.733154,1.140374,237.540375,1929.732648,54.635664,1703.847130,1.140374,0.032287,1.006887,1875.096984,225.885518,1.108087,0.133487
92,129,221,U,eo,False,False,False,1687.2653629,0.0721344,7.6346849,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6794.067355668224,220,54.635663793988265,9.148738634846772,0.03238119207288343,-1632.6296991060117,11868,2947.345717759331,493.53286417437045,1.7468181250953665,1260.080354859331,24310,6037.2408492357035,1010.9356191505683,3.5781217240536196,4349.975486335704,-1.4897071672828999,-0.8646343821802953,False,1.226851,1.977674,5.821216,2561.335106,1.518039,874.069743,1.990950,1.500000,1.500000,165.750000,1929.733154,1.143704,242.467791,1929.732145,54.635664,1698.744472,1.143704,0.032381,1.006803,1875.096481,230.987673,1.111323,0.136901
93,128,221,Np,oe,False,False,False,1681.147,0.221,7.606999999999999,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6769.430703625788,220,54.635663793988265,9.148738634846772,0.032499040116056636,-1626.5113362060117,11904,2956.286099107438,495.0299304964363,1.7584935160979012,1275.1390991074381,24310,6037.2408492357035,1010.9356191505683,3.5911439328242585,4356.093849235704,-1.488129466050545,-0.8600326394525375,False,1.226851,1.977674,5.821216,2561.335106,1.523564,880.188106,1.990950,1.500000,1.500000,165.750000,1929.733154,1.147867,248.586154,1929.733163,54.635664,1692.548696,1.147867,0.032499,1.006782,1875.097500,237.184468,1.115368,0.141085
94,127,221,Pu,eo,False,False,False,1674.2959999999998,0.221,7.576,nan,nan,7.41747178430683,0.23674356048547118,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12417196316815515,0.020792587806469937,6741.843960913497,220,54.635663793988265,9.148738634846772,0.03263202193279341,-1619.6603362060116,11938,2964.7297926028723,496.4438264672762,1.7707321719713076,1290.4337926028725,24310,6037.2408492357035,1010.9356191505683,3.6058384235736716,4362.944849235704,-1.4863560157907427,-0.8548599479005983,False,1.226851,1.977674,5.821216,2561.335106,1.529798,887.039106,1.990950,1.500000,1.500000,165.750000,1929.733154,1.152564,255.437154,1929.733295,54.635664,1685.259802,1.152564,0.032632,1.006548,1875.097631,244.473493,1.119932,0.146016
83,139,222,Bi,oo,False,False,False,1697.856,0.222,7.648,nan,nan,7.4286426924267905,0.23710010253093886,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12319471639261532,0.02066001563189986,6890.944878630261,221,54.45206464553598,9.131726909299738,0.03207107354542198,-1643.403935354464,11537,2842.594886043206,476.70920069045735,1.6742261334549018,1144.7388860432059,24531,6044.1791756544935,1013.6216869322709,3.5598891635418397,4346.323175654494,-1.4938865022776902,-0.8768244115881034,False,1.226851,1.977674,5.821216,2572.977539,1.515427,875.121539,1.990991,1.500000,1.500000,166.500000,1938.464978,1.141713,240.608978,1938.464267,54.452065,1709.169387,1.141713,0.032071,1.006663,1884.012203,229.294881,1.109642,0.135050
84,138,222,Po,ee,False,False,False,1703.6291988,0.040048799999999996,7.6740054,nan,nan,7.4286426924267905,0.23710010253093886,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12319471639261532,0.02066001563189986,6914.376073445472,221,54.45206464553598,9.131726909299738,0.03196239221767908,-1649.177134154464,11592,2856.146304846394,478.98180240996635,1.6765070162322895,1152.5171060463938,24531,6044.1791756544935,1013.6216869322709,3.5478255361623785,4340.549976854493,-1.495360723473896,-0.8811243300578513,False,1.226851,1.977674,5.821216,2572.977539,1.510292,869.348340,1.990991,1.500000,1.500000,166.500000,1938.464978,1.137844,234.835780,1938.464262,54.452065,1714.664415,1.137844,0.031962,1.006477,1884.012197,223.799847,1.105882,0.131367
85,137,222,At,oo,False,False,False,1704.3800916,0.015828599999999998,7.6773878,nan,nan,7.4286426924267905,0.23710010253093886,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12319471639261532,0.02066001563189986,6917.423658690957,221,54.45206464553598,9.131726909299738,0.03194831065787601,-1649.928026954464,11645,2869.204944784011,481.17176406694773,1.683430215434236,1164.8248531840109,24531,6044.1791756544935,1013.6216869322709,3.5462624830242375,4339.7990840544935,-1.4955521012414017,-0.8816825290576453,False,1.226851,1.977674,5.821216,2572.977539,1.509627,868.597447,1.990991,1.500000,1.500000,166.500000,1938.464978,1.137343,234.084887,1938.464767,54.452065,1716.069134,1.137343,0.031948,1.006858,1884.012702,222.395632,1.105395,0.130485
86,136,222,Rn,ee,False,False,False,1708.1788002,0.0019536,7.694499100000001,5.6915,0.0203,7.347694904979837,0.02620718730933685,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13045403609840747,0.002418158451185164,6547.052323131813,221,57.660683955496104,1.0688260354238426,0.03375564896879939,-1650.518116244504,11696,3051.5808124139476,56.565562490123355,1.786452806964152,1343.4020122139475,24531,6400.335919060068,118.63968993204652,3.746877035536732,4692.157118860067,-1.4716535380718667,-0.8119766576201705,False,1.213482,1.956124,5.910626,2612.496643,1.529405,904.317842,1.990991,1.500000,1.500000,166.500000,1968.238421,1.152244,260.059621,1968.238773,57.660684,1719.386364,1.152244,0.033756,1.006561,1910.578090,248.852409,1.118488,0.145683
87,135,222,Fr,oo,False,False,False,1707.3903228,0.007459199999999999,7.6909474,5.689,0.0177,7.344467418857998,0.02285060174262376,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.13075217903682498,0.0021132622656940287,6529.108483611319,221,57.792463134276645,0.9340619214367607,0.03384841905364737,-1649.5978596657233,11745,3071.368685575019,49.640530621152735,1.7988673383940648,1363.978362775019,24531,6414.963407904707,103.68087327948044,3.7571745149548574,4707.573085104707,-1.470461610946671,-0.8085001172791327,False,1.212949,1.955265,5.914219,2614.084839,1.531041,906.694516,1.990991,1.500000,1.500000,166.500000,1969.434958,1.153477,262.044635,1969.435467,57.792463,1718.613285,1.153477,0.033848,1.006573,1911.643004,250.822183,1.119629,0.146904
88,134,222,Ra,ee,False,False,False,1708.6658682,0.0044622,7.6966931,5.6874,0.0239,7.342401827740021,0.030854767324785756,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.1309433480094154,0.00285767304660135,6524.447000076473,221,57.87695982016161,1.2630914865977967,0.03387260253587923,-1650.7889083798384,11792,3088.167919454053,67.39536113104624,1.8073562402854657,1379.502051254053,24531,6424.342540037938,140.20315501235544,3.7598588814825944,4715.676671837939,-1.470151433897169,-0.8075954117793894,False,1.212608,1.954715,5.916520,2615.101791,1.530493,906.435923,1.990991,1.500000,1.500000,166.500000,1970.201123,1.153064,261.535255,1970.201101,57.876960,1719.752716,1.153064,0.033873,1.006489,1912.324141,250.448385,1.119191,0.146575
89,133,222,Ac,oo,False,False,False,1705.5819329999997,0.0047064,7.682801499999998,nan,nan,7.4286426924267905,0.23710010253093886,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12319471639261532,0.02066001563189986,6922.301470967295,221,54.45206464553598,9.131726909299738,0.03192579822287317,-1651.1298683544637,11837,2916.5117158787752,489.10521006959726,1.7099804233671931,1210.9297828787755,24531,6044.1791756544935,1013.6216869322709,3.543763602738922,4338.597242654494,-1.4958582355068215,-0.8825754428113542,False,1.226851,1.977674,5.821216,2572.977539,1.508563,867.395606,1.990991,1.500000,1.500000,166.500000,1938.464978,1.136542,232.883045,1938.465501,54.452065,1716.801838,1.136542,0.031926,1.006578,1884.013437,221.663664,1.104616,0.129964
90,132,222,Th,ee,False,False,False,1704.2183424000002,0.010212,7.676659200000001,nan,nan,7.4286426924267905,0.23710010253093886,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.12319471639261532,0.02066001563189986,6916.767180861648,221,54.45206464553598,9.131726909299738,0.03195134290648037,-1649.7662777544642,11880,2927.10646148854,490.8819714139407,1.7175654014886277,1222.8881190885397,24531,6044.1791756544935,1013.6216869322709,3.546599062619321,4339.960833254493,-1.495510883839924,-0.8815623086549371,False,1.226851,1.977674,5.821216,2572.977539,1.509770,868.759196,1.990991,1.500000,1.500000,166.500000,1938.464978,1.137451,234.246636,1938.464858,54.452065,1715.763470,1.137451,0.031951,1.006774,1884.012793,222.701388,1.105500,0.130677
