galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
UGC06983,8.72,108.0,4.4,4.4,60.69474076062933,60.69474076062933,50.03585310554821,99.2568092493856,47.30525923937067,8.743190750614403,10.751195281675152,1.9870888069578188,9.304554575283617e-12,3.6614540646335324e-11
UGC06983,9.6,110.0,4.4,4.4,60.11174885161801,60.11174885161801,50.088135820770965,101.39887236005409,49.88825114838199,8.601127639945915,11.338238897359542,1.9548017363513441,8.469308616662344e-12,3.470918948767669e-11
UGC06983,10.47,113.0,4.4,4.4,61.279150010423606,61.279150010423606,52.012777910817256,105.55427565305382,51.720849989576394,7.445724346946179,11.754738633994634,1.692210078851404,8.373805547492517e-12,3.448692183875817e-11
UGC06983,11.35,110.0,5.2,5.2,61.429483198216786,61.429483198216786,52.827146865981696,108.36906632568648,48.570516801783214,1.6309336743135248,9.340484000342926,0.31364109121413936,7.968340875678395e-12,3.3532370536997056e-11
UGC06983,12.19,108.0,5.7,5.7,60.753645520248405,60.753645520248405,52.71241223848516,109.93572755226822,47.246354479751595,-1.9357275522682187,8.288834119254666,-0.3396013249593366,7.387058376838692e-12,3.2130942058997556e-11
UGC06983,13.12,109.0,8.6,8.6,60.102076137185136,60.10207613718514,52.70288982589095,111.71137458392168,48.89792386281486,-2.711374583921682,5.685805100327309,-0.3152761144094979,6.860953537491912e-12,3.0825519980217656e-11
UGC06983,13.94,108.0,9.8,9.8,58.70108547548332,58.70108547548332,51.894967732912214,112.24123974929839,49.29891452451668,-4.241239749298387,5.0305014820935385,-0.4327795662549374,6.2609058572730686e-12,2.928812645670233e-11
UGC06983,14.86,108.0,9.8,9.8,57.12684409277305,57.12684409277305,50.76642351003268,112.46033013222691,50.87315590722695,-4.460330132226915,5.191138357880301,-0.45513572777825656,5.620614278186106e-12,2.758222859536561e-11
UGC06983,15.68,109.0,12.3,12.3,55.77146397576451,55.77146397576451,49.70690247842848,112.49568338252622,53.22853602423549,-3.4956833825262237,4.327523254002885,-0.28420190101839216,5.1066582836327806e-12,2.6156227915434735e-11
UGC07089,0.87,20.9,4.7,4.7,19.107413325722554,19.107413325722554,14.721216118242403,30.113620424796984,1.7925866742774446,-9.213620424796986,0.3814014200590307,-1.9603447712334012,8.072677058064609e-12,3.377972782574318e-11
UGC07089,1.74,36.4,3.9,3.9,33.10406431240731,33.10406431240731,25.752247164082593,48.09780111051576,3.2959356875926886,-11.697801110515762,0.845111714767356,-2.999436182183529,1.2351806241134991e-11,4.308743594948155e-11
UGC07089,2.61,43.4,3.9,3.9,42.79715002193486,42.79715002193486,33.37944052856488,60.88291311126979,0.6028499780651373,-17.482913111269788,0.1545769174525993,-4.4827982336589205,1.3834614238341424e-11,4.6025635738507435e-11
UGC07089,3.5,51.2,4.7,4.7,47.40581436912564,47.40581436912564,36.989423839795066,68.71908843232069,3.7941856308743596,-17.519088432320686,0.8072735384839063,-3.727465623898018,1.2668831027647545e-11,4.372564154646686e-11
UGC07089,4.37,59.7,3.9,3.9,50.67134087430487,50.67134087430487,39.526927859372016,74.82672768524354,9.028659125695135,-15.126727685243537,2.3150408014602912,-3.87864812442142,1.1586549997582994e-11,4.1522311676505423e-11
UGC07089,5.24,64.5,4.4,4.4,52.4820610685213,52.4820610685213,41.493424708018495,79.96903495536067,12.017938931478703,-15.46903495536067,2.7313497571542507,-3.51568976258197,1.0648213012485937e-11,3.955140156441804e-11
UGC07089,6.11,67.9,3.9,3.9,52.726448733059954,52.726448733059954,42.29490555610687,83.54917549681679,15.173551266940052,-15.649175496816781,3.89065417101027,-4.012609101747893,9.488211645833403e-12,3.702478807751072e-11
UGC07089,6.55,72.8,7.3,7.3,52.755690157555506,52.755690157555506,42.57398036359766,85.12754305854861,20.04430984244449,-12.327543058548613,2.7457958688280124,-1.6887045285683033,8.968022017120467e-12,3.5854886562129844e-11
UGC07089,6.98,70.3,6.1,6.1,52.76282996580073,52.76282996580073,42.8260559239349,86.5953618496652,17.53717003419927,-16.2953618496652,2.8749459072457824,-2.671370795027082,8.515500753670413e-12,3.481635442706392e-11
UGC07089,7.85,73.7,6.1,6.1,52.55451835950929,52.55451835950929,43.12165813138451,89.18114325607861,21.145481640490715,-15.48114325607861,3.466472400080445,-2.5378923370620674,7.676631652369243e-12,3.283415688745575e-11
UGC07089,8.72,77.6,6.1,6.1,52.010297980303854,52.010297980303854,43.01808614989746,91.13455631789027,25.58970201969614,-13.534556317890278,4.195033117982974,-2.218779724244308,6.877571907329441e-12,3.086733512069986e-11
UGC07089,9.16,79.1,7.3,7.3,51.41006710752281,51.41006710752281,42.60158447757547,91.62823961891857,27.68993289247718,-12.528239618918576,3.793141492120162,-1.716197208071038,6.421041625017609e-12,2.9703844787182366e-11
UGC07125,1.44,26.1,3.3,3.3,28.242611706426864,28.242611706426864,22.212216368476152,42.42958530936854,-2.1426117064268624,-16.32958530936854,-0.6492762746748069,-4.948359184657133,1.110377756429114e-11,4.051581104196242e-11
UGC07125,2.88,43.0,3.47,3.47,39.54064926123494,39.54064926123494,31.760603016945378,60.38639256205867,3.4593507387650604,-17.386392562058667,0.996931048635464,-5.010487770045725,1.1351008424312981e-11,4.1033176560138016e-11
UGC07125,4.33,48.5,2.35,3.0,41.436378389043604,41.436378389043604,32.957849049960764,67.31512431888778,7.063621610956396,-18.815124318887783,2.3545405369854655,-6.271708106295928,8.129789092367921e-12,3.391461277503309e-11
UGC07125,5.76,52.5,2.0,3.0,42.12965150579814,42.12965150579814,34.099234243601416,73.03962148194043,10.370348494201863,-20.53962148194043,3.4567828314006213,-6.846540493980143,6.542085623439564e-12,3.001539058129482e-11
UGC07125,7.2,56.4,2.05,3.0,40.5462200950964,40.5462200950964,32.81288960149654,75.1378819318883,15.853779904903597,-18.737881931888303,5.284593301634533,-6.245960643962768,4.846251104971682e-12,2.5411766460210733e-11
UGC07125,8.64,58.5,2.21,3.0,41.96831702606145,41.96831702606145,34.969661050687925,81.07299089921695,16.53168297393855,-22.572990899216947,5.51056099131285,-7.524330299738982,4.586892458158609e-12,2.4654040349259888e-11
UGC07125,10.08,61.5,2.1,3.0,43.49730033002048,43.49730033002048,37.01558288072741,86.60188215938075,18.00269966997952,-25.10188215938075,6.000899889993174,-8.367294053126917,4.4051236947451165e-12,2.4112574604247884e-11
UGC07125,11.47,64.6,2.01,3.0,44.87467909634563,44.87467909634563,39.08515042826367,91.86542124215872,19.725320903654364,-27.265421242158723,6.575106967884788,-9.08847374738624,4.3162800251856365e-12,2.3844607525388482e-11
UGC07125,13.0,65.6,2.12,3.0,49.34641830974159,49.34641830974159,44.50610070540891,101.48639633120102,16.253581690258407,-35.88639633120103,5.417860563419469,-11.962132110400342,4.937933023904901e-12,2.5675668828716185e-11
UGC07125,14.42,65.4,2.65,3.0,49.35332404205414,49.35332404205414,45.015625664873305,104.53167598578634,16.046675957945865,-39.13167598578633,5.348891985981955,-13.04389199526211,4.554186124963609e-12,2.4557266405616853e-11
UGC07125,15.84,65.5,3.05,3.05,47.373896462081305,47.373896462081305,43.591128753451656,104.91181031250306,18.126103537918695,-39.411810312503064,5.94298476653072,-12.921905020492808,3.887679971418214e-12,2.251868571675796e-11
UGC07125,17.26,65.1,3.22,3.22,47.25914563341153,47.25914563341153,43.934798121762206,107.43946998765949,17.840854366588466,-42.3394699876595,5.540638002046108,-13.14890372287562,3.624314977368106e-12,2.1673865694810718e-11
UGC07125,18.68,64.9,3.48,3.48,42.78182733357704,42.78182733357704,39.45574419523727,103.21880785661236,22.118172666422964,-38.31880785661235,6.35579674322499,-11.011151682934583,2.700803957881922e-12,1.8483757431448707e-11
UGC07151,0.5,24.2,2.18,3.0,24.040207029058628,24.040207029058628,18.22399281167549,30.382346983723274,0.15979297094137124,-6.182346983723274,0.053264323647123746,-2.060782327907758,2.152615788455013e-11,5.983042517314548e-11
UGC07151,1.0,42.0,2.91,3.0,38.3189194263095,38.3189194263095,29.25537260060107,46.41791911339707,3.681080573690501,-4.417919113397069,1.2270268578968337,-1.4726397044656896,2.7737078920161778e-11,6.982658291137798e-11
UGC07151,1.5,59.4,2.4,3.0,44.84793848104948,44.84793848104948,34.20109392987305,55.249923099171475,14.552061518950516,4.150076900828523,4.8506871729835055,1.383358966942841,2.5271917217712117e-11,6.595102527398005e-11
UGC07151,2.0,63.9,2.01,3.0,48.66009025885586,48.66009025885586,37.21998044061817,61.539135625325216,15.239909741144139,2.360864374674783,5.079969913714713,0.786954791558261,2.244769434612226e-11,6.136521255862723e-11
UGC07151,2.49,66.0,2.0,3.0,49.95056760438263,49.95056760438263,39.194726226879034,66.3122419111832,16.049432395617373,-0.3122419111831931,5.349810798539124,-0.10408063706106437,1.999426197793364e-11,5.723181640300498e-11
UGC07151,3.0,67.2,2.07,3.0,50.51792675872595,50.51792675872595,40.31224483950254,70.01534235055526,16.682073241274054,-2.8153423505552553,5.560691080424685,-0.9384474501850851,1.75550538585928e-11,5.295593415062454e-11
UGC07151,3.49,68.7,2.38,3.0,49.61332921705617,49.61332921705617,39.77924931418389,71.65492719256676,19.086670782943834,-2.954927192566757,6.362223594314611,-0.9849757308555857,1.4693903865421457e-11,4.767779323998054e-11
UGC07151,4.0,71.3,2.91,3.0,51.03169274088406,51.03169274088406,41.99656443091505,76.08739060801939,20.268307259115936,-4.787390608019393,6.756102419705312,-1.5957968693397977,1.428949863863907e-11,4.690453601068748e-11
UGC07151,4.49,72.5,3.21,3.21,52.04805410387596,52.04805410387596,42.77740263269849,78.78206833801582,20.451945896124037,-6.282068338015819,6.371322709072909,-1.9570306348958937,1.3207844179971345e-11,4.4797922168903953e-11
UGC07151,5.01,74.0,3.41,3.41,53.34590981509266,53.34590981509266,43.86116795070554,81.79171010715793,20.65409018490734,-7.791710107157925,6.0569179427880755,-2.2849589757061364,1.2444347013161135e-11,4.3274325358808757e-11
UGC07151,5.5,76.2,3.17,3.17,54.334479513472836,54.33447951347283,45.130581915149286,84.80307561263682,21.865520486527174,-8.603075612636815,6.8976405320275,-2.713903978749784,1.2001309393950413e-11,4.237502545484399e-11
UGC07232,0.21,16.4,3.3,3.3,15.461540996938174,15.461540996938172,11.930559500710766,19.81060980630199,0.9384590030618263,-3.4106098063019914,0.2843815160793413,-1.0335181231218156,2.1966040604559728e-11,6.056557549746227e-11
UGC07232,0.41,26.2,3.3,3.3,25.286484532255564,25.286484532255564,19.68253794610847,30.645486638128354,0.9135154677444355,-4.445486638128354,0.2768228690134653,-1.3471171630691985,3.0621593915197866e-11,7.42332786492875e-11
UGC07232,0.62,35.2,3.3,3.3,26.88917112891358,26.88917112891358,21.449095179051255,34.987013785438364,8.310828871086422,0.21298621456163858,2.51843299123831,0.06454127713989048,2.404782030536575e-11,6.398401926187297e-11
UGC07232,0.82,44.0,3.3,3.3,26.798012986040582,26.798012986040582,21.95307495545897,37.50518607929807,17.201987013959418,6.4948139207019295,5.21272333756346,1.9681254305157363,1.904698864398285e-11,5.559276199173109e-11
UGC07261,0.95,46.8,5.66,5.66,27.170512398554422,27.170512398554422,20.746896249800834,37.37710772281516,19.629487601445575,9.422892277184836,3.4681073500787236,1.6648219570997944,1.468358561475817e-11,4.765815593351133e-11
UGC07261,1.9,63.0,5.66,5.66,49.710427316610335,49.710427316610335,37.792554081458945,61.489758806464074,13.289572683389665,1.5102411935359257,2.3479810394681384,0.26682706599574657,2.4361742041378664e-11,6.449134476477647e-11
UGC07261,2.86,66.8,5.66,5.66,49.92299313943425,49.92299313943425,37.9640646401304,66.91494258506934,16.87700686056575,-0.1149425850693433,2.9818033322554327,-0.020307877220732032,1.6331603593064525e-11,5.07375673679019e-11
UGC07261,3.81,69.6,5.66,5.66,49.55539123042011,49.55539123042011,38.46547542927293,71.5604111938975,20.04460876957988,-1.9604111938974995,3.541450312646622,-0.34636240174867483,1.2585390296721778e-11,4.3558220987424674e-11
UGC07261,4.76,73.4,5.66,5.66,46.511365127246044,46.511365127246044,37.20650918858151,73.60325480922296,26.88863487275396,-0.2032548092229547,4.750642203666778,-0.03591074367896726,9.42497816297233e-12,3.6883874993902296e-11
UGC07261,5.72,74.7,5.66,5.66,44.76637414399339,44.76637414399339,37.270076656749715,76.66246496938689,29.933625856006614,-1.962464969386886,5.2886264763262565,-0.3467252596089905,7.869986692439676e-12,3.329806405964738e-11
UGC07261,6.67,76.1,5.66,5.66,45.21153233412909,45.21153233412909,39.30752721807872,81.69028336057968,30.888467665870905,-5.59028336057969,5.457326442733375,-0.9876825725405812,7.50714956656128e-12,3.2423838374271266e-11
UGC07323,0.58,23.9,3.87,3.87,21.338978513509023,21.338978513509023,16.20047419059084,29.19410033641094,2.5610214864909757,-5.294100336410942,0.661762658008004,-1.367984583051923,1.4664826000944516e-11,4.7622441153589287e-11
UGC07323,1.17,34.7,3.87,3.87,33.88541063643761,33.88541063643761,25.76981594812039,44.33632481987946,0.8145893635623906,-9.636324819879455,0.2104882076388606,-2.4900064134055437,1.8394425423544513e-11,5.4448130598875716e-11
UGC07323,1.75,42.8,3.87,3.87,41.772063822607564,41.772063822607564,31.663081909378306,54.37353884250805,1.0279361773924336,-11.57353884250805,0.2656165833055384,-2.990578512275982,1.8565975580923374e-11,5.475031284615302e-11
UGC07323,2.33,51.3,3.87,3.87,47.32904357791312,47.32904357791312,35.951784461970725,62.14148400705484,3.9709564220868785,-10.841484007054845,1.0260869307718032,-2.8014170560865232,1.7977712734135757e-11,5.371020063601646e-11
UGC07323,2.91,57.7,3.87,3.87,51.71376484070753,51.71376484070753,39.70426468277683,68.95846433893828,5.98623515929247,-11.258464338938282,1.54683079051485,-2.909163911870357,1.755621054417275e-11,5.295800651709117e-11
UGC07323,3.5,67.3,3.87,3.87,55.81278392984889,55.81278392984889,43.26478764538201,75.33880388532982,11.487216070151106,-8.038803885329827,2.968272886343955,-2.077210306286777,1.7332075144557782e-11,5.255558228042088e-11
UGC07323,4.07,75.4,3.87,3.87,59.88979490697893,59.88979490697893,46.999798871910066,81.5982257965929,15.510205093021078,-6.198225796592894,4.0078049335971775,-1.60160873296974,1.7589238772013153e-11,5.301716213290803e-11
UGC07323,4.65,79.5,3.87,3.87,64.18319808174098,64.18319808174098,51.25598848915119,88.26676117334866,15.316801918259017,-8.766761173348655,3.9578299530385057,-2.265312964689575,1.830988972955422e-11,5.429888153839295e-11
UGC07323,5.23,82.8,3.87,3.87,65.79093065157231,65.79093065157231,52.91277346728292,92.1212114495689,17.009069348427687,-9.321211449568906,4.395108358766844,-2.408581769914446,1.734877513517877e-11,5.258562584757097e-11
UGC07323,5.82,85.6,3.87,3.87,65.63296341016455,65.63296341016455,53.15659061678052,94.41166402706638,19.967036589835445,-8.811664027066385,5.159440979285645,-2.2769157692677995,1.573405654040523e-11,4.9633828369657685e-11
UGC07399,0.61,47.3,2.77,3.0,31.061779955437192,31.061779955437192,23.62298317317269,37.00709617258937,16.238220044562805,10.292903827410626,5.412740014854268,3.430967942470209,2.964756985243054e-11,7.275948849178556e-11
UGC07399,1.22,70.4,3.27,3.27,38.72721136358774,38.72721136358774,29.856270698129727,48.8482285914575,31.672788636412264,21.551771408542507,9.685868084529744,6.590755782428901,2.367885747700745e-11,6.338511209347545e-11
UGC07399,1.84,83.7,2.5,3.0,38.80128928270296,38.80128928270296,30.878650391492172,54.1168991303928,44.89871071729704,29.5831008696072,14.966236905765681,9.8610336232024,1.6793771997340004e-11,5.1581912374487466e-11
UGC07399,2.45,89.1,2.45,3.0,39.61061860158206,39.61061860158206,32.22022883221036,58.85945343953762,49.48938139841793,30.240546560462377,16.49646046613931,10.080182186820792,1.373221553892007e-11,4.582640831689688e-11
UGC07399,3.07,91.7,2.48,3.0,40.36427876229178,40.36427876229178,33.37290817414628,62.98218160845638,51.33572123770822,28.717818391543624,17.111907079236072,9.572606130514542,1.1757072229309285e-11,4.1874195762137286e-11
UGC07399,3.68,95.1,3.01,3.01,39.849735457089295,39.849735457089295,33.31202269451676,65.38897289347234,55.2502645429107,29.711027106527652,18.35556961558495,9.870773125092244,9.772454195137468e-12,3.765396091351884e-11
UGC07399,4.3,96.9,3.62,3.62,39.21994115242907,39.21994115242907,32.8242950267024,67.05937150093673,57.68005884757093,29.84062849906327,15.933717913693627,8.2432675411777,8.120295134351804e-12,3.389221531322111e-11
UGC07399,4.91,100.0,3.9,3.9,39.37997694260371,39.37997694260371,33.41803620801198,69.72891690373494,60.62002305739629,30.27108309626506,15.543595655742639,7.761816178529503,7.371057738999092e-12,3.209177963860927e-11
UGC07399,5.52,103.0,4.82,4.82,39.82899571919935,39.82899571919935,34.451776441861455,72.77656572075648,63.17100428080065,30.22343427924352,13.106017485643289,6.2704220496355845,6.968408757329391e-12,3.109520987229272e-11
UGC07399,6.13,106.0,4.97,4.97,39.48491927305917,39.48491927305918,34.25518719843755,74.23989966448357,66.51508072694082,31.760100335516427,13.383316041637993,6.390362240546565,6.203569765325178e-12,2.913826795716111e-11
UGC07524,0.35,14.4,2.82,3.0,14.991746062417144,14.991746062417144,11.369760331686853,21.376330529231097,-0.591746062417144,-6.976330529231097,-0.19724868747238133,-2.325443509743699,1.1969721082184075e-11,4.231045762023857e-11
UGC07524,0.69,24.4,3.97,3.97,17.445880602594983,17.445880602594983,13.246801500739714,26.975777969571368,6.954119397405016,-2.5757779695713694,1.7516673545100796,-0.6488105716804456,8.241806637076752e-12,3.4178131849938224e-11
UGC07524,1.03,29.2,3.26,3.26,19.68094342250899,19.68094342250899,14.976150840586508,31.548398900702008,9.51905657749101,-2.3483989007020085,2.919956005365341,-0.7203677609515364,7.056878520060995e-12,3.131604272905774e-11
UGC07524,1.38,32.9,3.73,3.73,20.848227886321656,20.848227886321656,15.84142184275136,34.72510006355525,12.051772113678343,-1.8251000635552543,3.2310381001818613,-0.48930296610060436,5.893301856735393e-12,2.8317661113988687e-11
UGC07524,1.72,37.8,3.41,3.41,22.395270840067994,22.395270840067994,17.124461918553816,38.079759939992634,15.404729159932003,-0.27975993999263693,4.517515882678007,-0.0820410381210079,5.525287438862977e-12,2.7321806524073562e-11
UGC07524,2.07,42.0,3.12,3.12,24.638020415609688,24.638020415609688,18.81550025909489,41.81104006269225,17.361979584390312,0.18895993730775018,5.564737046278946,0.06056408247043275,5.542563132492399e-12,2.7369133697924154e-11
UGC07524,2.41,45.1,2.92,3.0,26.328892038974974,26.328892038974974,20.136672912872175,44.91030835207362,18.771107961025027,0.18969164792638082,6.257035987008343,0.06323054930879361,5.452652787073877e-12,2.712217326438922e-11
UGC07524,2.76,47.6,2.79,3.0,28.92722551507489,28.92722551507489,22.379638424246266,49.08003896935212,18.67277448492511,-1.4800389693521154,6.224258161641703,-0.4933463231173718,5.880936686840427e-12,2.8284608410539482e-11
UGC07524,3.1,52.3,2.78,3.0,30.619593139034354,30.619593139034354,24.002459124014766,52.3613684792911,21.680406860965643,-0.06136847929110445,7.226802286988548,-0.020456159763701482,6.022811049259344e-12,2.86622142360244e-11
UGC07524,3.45,57.3,2.78,3.0,32.259892653262185,32.259892653262185,25.67145952220091,55.66253746440334,25.040107346737813,1.6374625355966543,8.346702448912604,0.5458208451988847,6.1905820071809286e-12,2.910424653905871e-11
UGC07524,3.79,61.4,2.93,3.0,33.6149672616232,33.6149672616232,27.241258854906096,58.744369120680986,27.7850327383768,2.6556308793190126,9.261677579458933,0.8852102931063376,6.345481625567281e-12,2.950820099636108e-11
UGC07524,4.14,64.5,3.42,3.42,35.38326887103564,35.38326887103564,28.988362423565768,62.01728524556916,29.11673112896436,2.4827147544308374,8.513664072796598,0.7259399866756835,6.578039521651944e-12,3.010749455910407e-11
UGC07524,4.48,66.4,4.53,4.53,36.65014905835991,36.65014905835991,30.227210688384726,64.59972018574159,29.749850941640098,1.8002798142584169,6.567296013607085,0.39741276252945185,6.6094844784463745e-12,3.0187886917704075e-11
UGC07524,4.82,66.9,5.46,5.46,37.39202556695745,37.39202556695745,31.016695762121405,66.60324817953405,29.507974433042556,0.29675182046595694,5.404390921802666,0.054350150268490285,6.468349485238161e-12,2.9825877939400045e-11
UGC07524,5.17,69.4,4.77,4.77,38.32698819369974,38.32698819369974,31.786131944607536,68.57411730071807,31.073011806300265,0.8258826992819337,6.514258240314522,0.17314102710313076,6.333361465430983e-12,2.94767340891902e-11
UGC07524,5.51,70.2,4.44,4.44,38.634461119575604,38.634461119575604,31.93904860824755,69.73401558958784,31.5655388804244,0.46598441041216176,7.109355603699188,0.10495144378652291,5.9998695310425924e-12,2.8601394280179e-11
UGC07524,5.86,70.9,4.24,4.24,38.56808978935825,38.56808978935825,31.95322440693583,70.7119662404192,32.33191021064176,0.18803375958080437,7.625450521377773,0.04434758480679348,5.646524510555666e-12,2.7652707881644884e-11
UGC07524,6.2,72.3,4.38,4.38,39.105030673814845,39.105030673814845,32.51091484409505,72.29613631405354,33.19496932618515,0.0038636859464560303,7.578760120133596,0.0008821200790995503,5.524794725172469e-12,2.732045585902761e-11
UGC07524,6.55,73.9,3.51,3.51,40.00762922243705,40.00762922243705,33.417825123727,74.31103346458319,33.89237077756295,-0.4110334645831841,9.655946090473776,-0.11710355116330033,5.52541012051044e-12,2.7322142821072467e-11
UGC07524,6.89,75.0,3.22,3.22,41.00032346213868,41.00032346213868,34.45429848364351,76.437142777017,33.99967653786132,-1.4371427770170015,10.558905757099788,-0.4463176326139756,5.5836354566529176e-12,2.748141701588381e-11
UGC07524,7.25,75.5,3.23,3.23,42.075031978597465,42.075031978597465,35.55184602801941,78.66539658181611,33.424968021402535,-3.165396581816111,10.34828731312772,-0.9799989417387341,5.649834951275072e-12,2.766170344894359e-11
UGC07524,7.58,77.1,2.98,3.0,43.22793425552509,43.22793425552509,36.70654301347377,80.87045967510703,33.8720657444749,-3.770459675107034,11.290688581491635,-1.2568198917023448,5.7605933554781536e-12,2.7961474697944486e-11
UGC07524,7.94,77.0,2.79,3.0,44.512132683123596,44.512132683123596,37.98895886965053,83.28263373155185,32.487867316876404,-6.282633731551854,10.829289105625469,-2.094211243850618,5.890385726915241e-12,2.8309868630486593e-11
UGC07524,8.27,77.0,2.82,3.0,45.76331908854513,45.76331908854514,39.286391206116136,85.62330846162484,31.23668091145486,-8.623308461624845,10.412226970484953,-2.874436153874948,6.048228901439374e-12,2.872949253762143e-11
UGC07524,8.63,78.2,2.93,3.0,47.072053216319325,47.072053216319325,40.66421220188582,88.110990848486,31.127946783680677,-9.910990848485994,10.375982261226893,-3.303663616161998,6.209596564265172e-12,2.9154045637194706e-11
UGC07524,8.97,79.6,3.14,3.14,48.01680376701472,48.01680376701472,41.656769005769036,90.07040212107123,31.583196232985273,-10.470402121071231,10.058342749358367,-3.3345229684940225,6.269431704947142e-12,2.931036421376812e-11
UGC07524,9.3,80.3,3.39,3.39,48.86333979580191,48.86333979580191,42.55154305075199,91.8754920954327,31.436660204198084,-11.575492095432708,9.2733510926838,-3.4145994381807396,6.30953179748432e-12,2.9414797483486294e-11
UGC07524,9.66,81.2,3.66,3.66,49.58073049078643,49.58073049078643,43.32430121767689,93.58503380190933,31.619269509213574,-12.38503380190933,8.639144674648517,-3.3838890169151172,6.297025640465684e-12,2.9382255536267126e-11
UGC07524,9.99,82.3,3.9,3.9,50.20059826336733,50.20059826336733,43.95935060939822,95.0510683561675,32.099401736632664,-12.751068356167508,8.230615829905812,-3.2695047067096175,6.268830147607165e-12,2.930879557618202e-11
UGC07524,10.35,83.8,4.1,4.1,50.96207221061561,50.96207221061561,44.60919371609399,96.58539802740252,32.83792778938439,-12.785398027402522,8.009250680337656,-3.1183897627811032,6.231001451107537e-12,2.921003334411734e-11
UGC07524,10.69,79.0,2.78,3.0,50.74160675422093,50.74160675422093,44.57961076546092,97.24322813192875,28.258393245779068,-18.243228131928745,9.41946441525969,-6.081076043976249,6.024823020997229e-12,2.8667543783907024e-11
UGC07559,0.36,9.31,3.23,3.23,9.660437153669598,9.660437153669598,7.549548728235349,17.067930981817504,-0.3504371536695974,-7.757930981817504,-0.10849447482030879,-2.401836217280961,5.130845521568724e-12,2.622459017928676e-11
UGC07559,0.72,15.9,3.23,3.23,15.608251023096724,15.608251023096724,12.44240732334382,26.283673978026947,0.2917489769032766,-10.383673978026946,0.09032476065116923,-3.2147597455191783,6.968283118422153e-12,3.109489549065619e-11
UGC07559,1.08,21.4,3.23,3.23,17.86311423016714,17.86311423016714,14.47514594054236,31.278401251905258,3.536885769832857,-9.87840125190526,1.0950110742516586,-3.058328560961381,6.28740739259615e-12,2.935721088677742e-11
UGC07559,1.45,26.1,3.23,3.23,19.319493626904404,19.319493626904404,15.918178099267514,35.203449042490696,6.780506373095598,-9.103449042490695,2.099227979286563,-2.818405276312909,5.663281789384612e-12,2.7698221457671458e-11
UGC07559,1.8,29.7,3.23,3.23,20.077831406802876,20.077831406802876,16.992353397925786,38.303591167961414,9.622168593197124,-8.603591167961415,2.9789995644573137,-2.663650516396723,5.198571399176852e-12,2.64153236582594e-11
UGC07559,2.17,31.1,3.23,3.23,20.884560469399396,20.884560469399396,18.38328876996714,41.71424908155725,10.215439530600605,-10.614249081557247,3.162674777275729,-3.286145226488312,5.047032943086352e-12,2.598714567984678e-11
UGC07559,2.53,32.1,3.23,3.23,22.26127008955239,22.26127008955239,19.995894228566023,45.22461687243962,9.838729910447611,-13.124616872439617,3.0460464119032853,-4.06334887691629,5.121658238922962e-12,2.619863873937281e-11
UGC07577,0.19,3.74,3.17,3.17,3.786173001858208,3.786173001858208,3.103086527958896,9.115009324493066,-0.04617300185820783,-5.375009324493066,-0.014565615728141272,-1.6955865376949735,1.6424177332545287e-12,1.4171312935054945e-11
UGC07577,0.38,5.4,3.17,3.17,6.261250993212139,6.261250993212139,4.901532821475338,13.671413488679732,-0.8612509932121384,-8.271413488679732,-0.2716880104770153,-2.609278703053543,2.0489421107264157e-12,1.5940160701064948e-11
UGC07577,0.57,7.31,3.17,3.17,8.51541331938738,8.51541331938738,6.520277908187656,17.500861566231066,-1.2054133193873797,-10.190861566231067,-0.38025656763008825,-3.214782828464059,2.417167868248082e-12,1.7413796226454207e-11
UGC07577,0.75,8.85,3.17,3.17,11.172933813461887,11.172933813461887,9.008520966285197,22.19607228450336,-2.322933813461887,-13.346072284503359,-0.732786691943813,-4.210117439906423,3.5066722670261164e-12,2.1288274048851788e-11
UGC07577,0.94,10.7,3.17,3.17,12.732221173071096,12.732221173071096,10.370173383314281,25.228669615627656,-2.032221173071097,-14.528669615627656,-0.6410792344072861,-4.583176534898314,3.70760651290824e-12,2.1943722375572957e-11
UGC07577,1.13,12.4,3.17,3.17,13.753199409591934,13.753199409591934,11.258350412027509,27.51281725480466,-1.3531994095919337,-15.112817254804659,-0.4268767853602315,-4.767450238108725,3.6351349225740765e-12,2.170906596645653e-11
UGC07577,1.32,14.1,3.17,3.17,14.972303897530262,14.972303897530262,12.487771778824273,30.15925438806146,-0.8723038975302622,-16.05925438806146,-0.2751747310821016,-5.066010847968915,3.828647912266034e-12,2.2331439790681642e-11
UGC07577,1.51,15.9,3.17,3.17,15.237588851258584,15.237588851258584,12.865336140186932,31.60544456073317,0.6624111487414162,-15.705444560733168,0.20896250748940573,-4.954398915057782,3.5523421014090886e-12,2.1438594723824797e-11
UGC07577,1.69,17.8,3.17,3.17,14.68391929969652,14.683919299696521,12.619775196096004,32.09330114145106,3.1160807003034794,-14.293301141451057,0.9829907571935267,-4.50892780487415,3.053978585112987e-12,1.975111113461469e-11
