galaxy,distance_mpc,r_kpc,vobs_km_s,evobs_km_s,vgas_km_s,vdisk_km_s,vbul_km_s,g_obs_m_s2,g_obs_sigma_m_s2,g_bar_m_s2
NGC2683,9.81,31.74,155.0,10.0,16.5,102.03,27.05,2.4530473355041235e-11,3.1652223683924173e-12,6.115518173863096e-12
NGC2683,9.81,34.62,151.0,12.0,15.67,97.49,25.9,2.1344023275164926e-11,3.392427540423564e-12,5.117909376269317e-12
NGC2841,14.1,3.44,285.0,14.4,-0.57,163.4,239.5,7.652101679799958e-10,7.732650118534695e-11,5.04038025110394e-10
NGC2841,14.1,3.77,297.0,13.6,-0.57,171.13,229.25,7.582649876461486e-10,6.94437968484015e-11,4.421210116320188e-10
NGC2841,14.1,4.13,303.0,8.47,-0.43,180.88,219.24,7.204181738125852e-10,4.027684443691483e-11,3.9238772155075655e-10
NGC2841,14.1,4.47,306.0,5.93,-0.1,188.37,210.91,6.788671354505874e-10,2.6311647798836495e-11,3.5438144919093073e-10
NGC2841,14.1,4.8,307.0,5.93,-0.19,194.64,203.54,6.363337651059207e-10,2.4582796267609836e-11,3.236888532709007e-10
NGC2841,14.1,5.13,304.0,8.47,-0.28,200.57,196.88,5.838203875502738e-10,3.253262291151855e-11,2.984767512984408e-10
NGC2841,14.1,5.48,308.0,8.47,-0.38,206.64,190.44,5.610096469230844e-10,3.085553058076964e-11,2.7639686793391196e-10
NGC2841,14.1,5.83,313.0,12.7,-0.48,211.29,184.57,5.445898905790309e-10,4.419355661567854e-11,2.566398238407825e-10
NGC2841,14.1,6.16,314.0,9.32,-0.53,215.14,179.57,5.187140825033387e-10,3.079245381484788e-11,2.4050507106053906e-10
NGC2841,14.1,6.51,315.0,6.78,3.83,221.84,174.68,4.939574884717622e-10,2.1263693789451094e-11,2.2889725367073955e-10
NGC2841,14.1,6.86,317.0,8.47,8.02,227.72,170.15,4.747269242229954e-10,2.53686880010648e-11,2.1853167797160826e-10
NGC2841,14.1,7.18,320.0,7.63,12.15,231.73,166.32,4.6219470646114626e-10,2.2040910064365913e-11,2.0925440436365484e-10
NGC2841,14.1,7.51,316.0,20.5,16.24,235.48,162.63,4.309071327919528e-10,5.590883684958881e-11,2.0067420877171943e-10
NGC2841,14.1,7.85,318.0,23.4,20.27,239.96,159.08,4.174784265806013e-10,6.144022127035264e-11,1.9368625248426008e-10
NGC2841,14.1,8.21,321.0,8.48,24.66,243.42,155.54,4.0673951128335787e-10,2.149003773011137e-11,1.861953935073307e-10
NGC2841,14.1,8.57,323.0,8.66,27.1,245.15,152.23,3.9452422694100485e-10,2.1155292912130663e-11,1.7775297110850577e-10
NGC2841,14.1,8.9,321.0,12.7,29.42,245.8,149.38,3.7520577389172676e-10,2.9689179616354706e-11,1.7002958093043514e-10
NGC2841,14.1,9.24,323.0,11.0,31.74,245.24,146.61,3.659169507450662e-10,2.4923135964060237e-11,1.6177556652291168e-10
NGC2841,14.1,9.6,323.0,10.4,34.31,244.14,143.83,3.5219506509212623e-10,2.2680053727294816e-11,1.5346539552974298e-10
NGC2841,14.1,9.93,322.0,13.6,36.63,243.64,141.42,3.3838565946299053e-10,2.8584130240351993e-11,1.4693397346329147e-10
NGC2841,14.1,10.27,321.0,13.6,38.95,243.6,139.06,3.251539812693641e-10,2.7551988444008418e-11,1.411299772303146e-10
NGC2841,14.1,10.6,323.0,9.32,41.02,243.38,136.88,3.189691155551332e-10,1.840738177692781e-11,1.3579124081546305e-10
NGC2841,14.1,10.93,322.0,11.9,43.22,243.08,134.8,3.074263127600637e-10,2.272281442139601e-11,1.3085169590567506e-10
NGC2841,14.1,11.27,321.0,11.0,45.42,242.44,132.75,2.963026963297576e-10,2.0307349904220147e-11,1.2591404359829182e-10
NGC2841,14.1,12.31,323.0,4.24,52.25,237.3,127.02,2.7466065189962727e-10,7.210905040584642e-12,1.1104358792528164e-10
NGC2841,14.1,14.35,319.0,4.24,56.77,222.06,117.64,2.2981529008581745e-10,6.1091964261057436e-12,8.483744413633292e-11
NGC2841,14.1,16.4,308.0,4.24,51.89,207.98,110.04,1.8745932104503066e-10,5.161217670330714e-12,6.480881457577902e-11
NGC2841,14.1,18.48,299.0,5.66,48.35,196.87,103.67,1.5677971280065783e-10,5.935606518071728e-12,5.1277000892327286e-11
NGC2841,14.1,20.57,299.0,5.66,54.45,185.72,98.26,1.4085022326476213e-10,5.3325235028665795e-12,4.248978482295626e-11
NGC2841,14.1,22.51,298.0,5.66,63.61,176.98,93.93,1.278516943668669e-10,4.856648255815213e-12,3.72641873731974e-11
NGC2841,14.1,24.59,296.0,5.66,66.17,168.93,89.87,1.1547137788692862e-10,4.41599999216227e-12,3.2026613436042736e-11
NGC2841,14.1,26.68,293.0,4.24,61.9,161.21,86.28,1.0427948321570813e-10,3.0180546678129862e-12,2.6767900323731477e-11
NGC2841,14.1,28.77,289.0,4.24,58.85,153.59,83.08,9.408172646287202e-11,2.760598755727179e-12,2.2630109488534994e-11
NGC2841,14.1,30.7,289.0,4.24,57.01,147.56,80.43,8.816714235624849e-11,2.5870497134290214e-12,1.9703733636263114e-11
NGC2841,14.1,32.79,288.0,4.24,57.38,141.95,77.82,8.197718736922032e-11,2.4137727392048205e-12,1.7401306902713224e-11
NGC2841,14.1,34.88,285.0,4.24,60.43,136.82,75.46,7.546797528243078e-11,2.245503264543905e-12,1.579284263608337e-11
NGC2841,14.1,36.96,283.0,2.83,64.09,132.38,73.3,7.022477611263792e-11,1.4044955222527585e-12,1.4582439958300112e-11
NGC2841,14.1,38.9,275.0,2.83,66.9,128.66,71.45,6.300358194453217e-11,1.2967282683856438e-12,1.3601175405553547e-11
NGC2841,14.1,40.99,272.0,2.83,68.61,124.87,69.61,5.84937338253847e-11,1.217185784748814e-12,1.256739027134785e-11
NGC2841,14.1,43.08,271.0,2.83,68.98,121.52,67.9,5.524746327671394e-11,1.1538769082885642e-12,1.1561700229303565e-11
NGC2841,14.1,45.16,274.0,4.24,67.76,118.47,66.31,5.387616163293294e-11,1.6674082140411365e-12,1.0539636656866814e-11
NGC2841,14.1,47.1,277.0,4.24,65.19,115.75,64.93,5.2794427622033264e-11,1.6162337409200075e-12,9.564014983684835e-12
NGC2841,14.1,49.19,281.0,4.24,62.26,113.11,63.54,5.202178765477059e-11,1.5699101754891622e-12,8.630247143741683e-12
NGC2841,14.1,51.27,286.0,4.24,60.55,110.59,62.24,5.17032929119156e-11,1.5330207129127422e-12,7.896862500470515e-12
NGC2841,14.1,53.36,282.0,4.24,60.55,108.3,61.01,4.829830063976269e-11,1.4523744305857715e-12,7.370891075432371e-12
NGC2841,14.1,55.3,283.0,4.24,62.39,106.31,59.93,4.693504023730737e-11,1.406392725132037e-12,7.066155066118783e-12
NGC2841,14.1,57.38,288.0,5.66,64.95,104.23,58.83,4.684614802782737e-11,1.8413138738715477e-12,6.818811523836155e-12
NGC2841,14.1,59.47,287.0,5.66,67.27,102.32,57.79,4.488645523663072e-11,1.770434401667804e-12,6.592576097294665e-12
NGC2841,14.1,61.56,289.0,7.07,68.49,100.51,56.8,4.396899399507518e-11,2.1512857269562734e-12,6.3175076306076485e-12
NGC2841,14.1,63.64,294.0,7.07,68.73,98.76,55.86,4.401634171313846e-11,2.1169764347747546e-12,6.001256867721206e-12
NGC2903,6.6,0.32,44.0,8.0,0.01,197.82,0.0,1.960671470113841e-10,7.129714436777604e-11,1.9815720963285966e-09
NGC2903,6.6,0.64,64.0,8.0,0.03,204.19,0.0,2.0740987452443939e-10,5.1852468631109847e-11,1.055622023012262e-09
NGC2903,6.6,0.96,128.0,8.0,0.08,209.11,0.0,5.530929987318384e-10,6.91366248414798e-11,7.380706868195432e-10
NGC2903,6.6,1.28,148.0,8.0,0.07,219.11,0.0,5.54578355906167e-10,5.995441685472075e-11,6.077626063291917e-10
NGC2903,6.6,1.6,157.0,8.0,1.76,225.96,0.0,4.992623044094635e-10,5.0880234844276525e-11,5.171485379975252e-10
NGC2903,6.6,1.92,189.0,8.0,5.17,232.02,0.0,6.029368593658447e-10,5.104227380874876e-11,4.5477871128716303e-10
NGC2903,6.6,2.24,195.0,6.0,8.23,251.26,0.0,5.50136752147866e-10,3.38545693629456e-11,4.57666420452881e-10
NGC2903,6.6,2.56,201.0,6.0,11.05,278.7,0.0,5.114481409095382e-10,3.053421736773363e-11,4.931927742052748e-10
NGC2903,6.6,2.88,214.0,4.0,13.64,291.79,0.0,5.153289178451186e-10,1.926463244280817e-11,4.811291501084591e-10
NGC2903,6.6,3.2,215.0,4.0,16.01,300.53,0.0,4.68140695795518e-10,1.7419188680763462e-11,4.5994213740942995e-10
NGC2903,6.6,3.52,215.0,4.0,18.18,298.29,0.0,4.2558245072319827e-10,1.583562607342133e-11,4.1263751185140956e-10
NGC2903,6.6,3.84,216.0,3.0,20.14,289.57,0.0,3.937546836674904e-10,1.0937630101874734e-11,3.5725382071057264e-10
NGC2903,6.6,4.8,214.0,2.0,24.78,274.65,0.0,3.091973507070711e-10,5.779389732842451e-12,2.587921577305708e-10
NGC2903,6.6,5.76,210.0,2.0,25.77,255.87,0.0,2.481221643480842e-10,4.7261364637730324e-12,1.8791355646342412e-10
NGC2903,6.6,6.72,205.0,2.0,24.89,236.77,0.0,2.0266927029598134e-10,3.95452234723866e-12,1.381648791327159e-10
NGC2903,6.6,7.68,203.0,1.0,25.19,221.37,0.0,1.7389228351394904e-10,1.7132244681177244e-12,1.0607169588932442e-10
NGC2903,6.6,8.64,201.0,1.0,25.4,209.59,0.0,1.5154018989912245e-10,1.5078625860609199e-12,8.48046826265096e-11
NGC2903,6.6,9.6,201.0,1.0,27.64,199.24,0.0,1.363861709092102e-10,1.357076327454828e-12,6.958310430353713e-11
NGC2903,6.6,10.56,199.0,1.0,32.7,189.8,0.0,1.2153229227394534e-10,1.2214300731049783e-12,5.855900971919285e-11
NGC2903,6.6,11.52,197.0,1.0,37.22,181.59,0.0,1.0917656548962358e-10,1.1083915278134373e-12,5.0279319111543064e-11
NGC2903,6.6,12.48,196.0,2.0,37.86,174.1,0.0,9.975783428148617e-11,2.0358741690099218e-12,4.3077395487767343e-11
NGC2903,6.6,13.44,193.0,3.0,36.33,167.37,0.0,8.981829445871516e-11,2.7922785842087613e-12,3.695604180148498e-11
NGC2903,6.6,14.4,190.0,3.0,35.33,161.19,0.0,8.124453635343166e-11,2.5656169374767892e-12,3.2046169074579244e-11
NGC2903,6.6,15.36,188.0,5.0,35.01,155.25,0.0,7.457168177481879e-11,3.96657881780951e-12,2.8012868610298893e-11
NGC2903,6.6,16.32,187.0,5.0,34.43,150.2,0.0,6.944044789986521e-11,3.7133929358216686e-12,2.475352675590067e-11
NGC2903,6.6,17.28,188.0,3.0,33.18,145.58,0.0,6.628593935539447e-11,2.1155087028317383e-12,2.193842651794858e-11
NGC2903,6.6,18.24,186.0,3.0,32.48,141.36,0.0,6.146820191755332e-11,1.9828452231468814e-12,1.9626392485560812e-11
NGC2903,6.6,19.2,185.0,3.0,31.94,137.48,0.0,5.7768578740225724e-11,1.8735755267100235e-12,1.7673284006439405e-11
NGC2903,6.6,20.16,185.0,3.0,31.23,133.91,0.0,5.501769403831022e-11,1.784357644485737e-12,1.5980862913990506e-11
NGC2903,6.6,21.12,181.0,3.0,30.85,130.6,0.0,5.027044048365854e-11,1.6664234414472443e-12,1.4546530155280237e-11
NGC2903,6.6,22.08,178.0,3.0,30.69,127.55,0.0,4.650400860813192e-11,1.5675508519595028e-12,1.3321800606459212e-11
NGC2903,6.6,23.04,177.0,3.0,30.33,124.7,0.0,4.406700275998373e-11,1.493796703728262e-12,1.2230219844528436e-11
NGC2903,6.6,24.0,182.0,4.0,30.72,122.05,0.0,4.472815549314798e-11,1.9660727689295815e-12,1.1331681384363442e-11
NGC2903,6.6,24.96,180.0,8.0,30.86,119.57,0.0,4.206780808413359e-11,3.739360718589652e-12,1.0518032345716005e-11
NGC2915,4.06,0.34,13.5,10.1,4.08,44.78,0.0,1.7371530161801043e-11,2.5992956242102303e-11,9.715385443586858e-11
NGC2915,4.06,0.67,31.3,12.5,7.65,48.88,0.0,4.738744868769776e-11,3.7849399910301723e-11,6.061465066169282e-11
NGC2915,4.06,1.0,35.3,13.4,10.36,46.82,0.0,4.038302664783729e-11,3.065906838985947e-11,3.8999077778514396e-11
NGC2915,4.06,1.34,50.5,9.38,11.92,43.88,0.0,6.167759240974248e-11,2.291230957637166e-11,2.671982860877963e-11
NGC2915,4.06,1.68,61.0,10.1,12.33,40.74,0.0,7.177940319061003e-11,2.3769572859841352e-11,1.8941249609580382e-11
NGC2915,4.06,2.01,66.5,11.9,12.44,38.01,0.0,7.130117518778779e-11,2.5518315330366155e-11,1.4142271477585787e-11
NGC2915,4.06,2.34,74.4,11.6,12.54,35.66,0.0,7.666188054537933e-11,2.3905317589419358e-11,1.0983602079538759e-11
NGC2915,4.06,2.67,83.0,9.17,12.44,33.66,0.0,8.361696076772373e-11,1.8476326029880157e-11,8.7543692869017e-12
NGC2915,4.06,3.01,86.4,7.66,12.13,31.74,0.0,8.037304905159672e-11,1.42513323086859e-11,7.007519830831789e-12
NGC2915,4.06,3.35,83.6,8.18,12.02,29.95,0.0,6.76109755903137e-11,1.323104737628627e-11,5.736485523404619e-12
NGC2915,4.06,3.68,79.8,7.93,12.54,28.46,0.0,5.6079924310742646e-11,1.1145709267774164e-11,4.9513242436713235e-12
NGC2915,4.06,4.02,82.8,6.95,13.47,27.13,0.0,5.526931413866731e-11,9.278302735839077e-12,4.429543487242694e-12
NGC2915,4.06,4.35,83.5,7.19,14.61,25.93,0.0,5.194373195592753e-11,8.945519347619617e-12,4.094814405524307e-12
NGC2915,4.06,4.68,80.4,7.85,15.44,24.93,0.0,4.476264070866386e-11,8.740963421965456e-12,3.80269475581235e-12
NGC2915,4.06,5.02,80.3,7.57,15.86,24.0,0.0,4.162716439934924e-11,7.848508953999347e-12,3.4831250229384404e-12
NGC2915,4.06,5.35,82.1,7.92,15.86,23.2,0.0,4.083024510348354e-11,7.877601491342013e-12,3.1539118664119396e-12
NGC2915,4.06,5.69,82.4,8.33,15.65,22.42,0.0,3.867155287925795e-11,7.818787269034435e-12,2.826430564028592e-12
NGC2915,4.06,6.03,80.9,7.88,15.44,21.74,0.0,3.5174601494773424e-11,6.852308029142512e-12,2.551280116859009e-12
NGC2915,4.06,6.36,79.0,6.15,15.65,21.15,0.0,3.180142066890296e-11,4.951360433259575e-12,2.3876989188210313e-12
NGC2915,4.06,6.69,81.4,6.11,16.27,20.57,0.0,3.209756941806694e-11,4.818578603056241e-12,2.307179806207573e-12
NGC2915,4.06,7.02,79.7,5.59,17.1,20.07,0.0,2.932438990981006e-11,4.113509149205476e-12,2.2796825652845885e-12
NGC2915,4.06,7.36,77.5,6.33,17.83,19.59,0.0,2.6446916585903828e-11,4.320231793258612e-12,2.2447370030771012e-12
NGC2915,4.06,7.7,79.9,6.41,17.93,19.12,0.0,2.686904856052691e-11,4.311153974292302e-12,2.12238256873327e-12
NGC2915,4.06,8.03,81.5,7.86,18.24,18.72,0.0,2.680705633289145e-11,5.170637123350351e-12,2.0498707922800196e-12
NGC2915,4.06,8.37,82.2,7.82,18.65,18.33,0.0,2.616180063809948e-11,4.9777440630155214e-12,1.997191025931135e-12
NGC2915,4.06,8.7,82.0,7.09,18.97,17.95,0.0,2.5047126370372315e-11,4.331320145510725e-12,1.9406015474763322e-12
NGC2915,4.06,9.03,84.7,5.74,19.38,17.62,0.0,2.5747112173432922e-11,3.4896912367297512e-12,1.9050492179106023e-12
NGC2915,4.06,9.37,86.1,5.54,19.59,17.3,0.0,2.5639890540343504e-11,3.2995352751104068e-12,1.8449030172874238e-12
NGC2915,4.06,9.7,85.3,5.23,19.9,16.98,0.0,2.4309486371271396e-11,2.9809757027373834e-12,1.8047138112732175e-12
NGC2915,4.06,10.04,86.5,6.45,19.9,16.69,0.0,2.4151713982515043e-11,3.6018163049068677e-12,1.7278390700468725e-12
NGC2955,97.9,0.75,169.0,4.27,0.0,53.73,163.04,1.2341319638109402e-09,6.236382823044633e-11,8.664065958703317e-10
NGC2955,97.9,1.55,203.0,4.92,0.16,99.45,214.33,8.616082176691151e-10,4.176465449194134e-11,7.757238255941267e-10
NGC2955,97.9,2.3,232.0,5.49,0.0,134.15,231.92,7.583987151089284e-10,3.589318056851738e-11,6.572995296751658e-10
NGC2955,97.9,3.06,256.0,4.38,1.12,162.98,250.27,6.940774886046598e-10,2.3750464063190704e-11,6.050200860942721e-10
NGC2955,97.9,3.85,248.0,3.47,10.81,187.48,252.3,5.177165958908733e-10,1.4487714417268793e-11,5.239955788278246e-10
NGC2955,97.9,4.61,253.0,5.68,18.83,206.85,245.12,4.499762289328511e-10,2.0204466247735923e-11,4.485540838029697e-10
NGC2955,97.9,5.36,269.0,8.42,25.11,220.81,233.77,4.375112503050069e-10,2.7389180130618275e-11,3.825022214106895e-10
NGC2955,97.9,6.12,268.0,4.67,29.26,232.37,221.48,3.80336162884072e-10,1.3254999109467286e-11,3.293279348915145e-10
NGC2955,97.9,6.91,260.0,5.58,31.48,243.48,209.61,3.170429521945573e-10,1.3608459024966381e-11,2.879073242941304e-10
NGC2955,97.9,7.66,245.0,8.47,32.44,254.23,199.62,2.539527112909896e-10,1.7559016037834135e-11,2.591883092449948e-10
NGC2955,97.9,8.42,247.0,6.0,32.35,258.51,190.58,2.348179378500134e-10,1.140815892388729e-11,2.304907971130858e-10
NGC2955,97.9,8.86,267.0,10.3,32.44,258.41,185.85,2.6075836880948006e-10,2.0118435945600337e-11,2.1441220146234372e-10
NGC2955,97.9,9.21,255.0,7.27,32.44,257.39,182.29,2.2880746286223653e-10,1.3046511803987917e-11,2.0211030493178575e-10
NGC2955,97.9,10.82,253.0,11.2,33.51,252.03,168.18,1.917181529926473e-10,1.697425544282727e-11,1.577907258323141e-10
NGC2955,97.9,11.56,271.0,11.3,34.86,249.34,162.76,2.0588760535993392e-10,1.716996266101294e-11,1.42538247139173e-10
NGC2955,97.9,12.4,276.0,8.71,37.47,246.01,157.16,1.9908838963928545e-10,1.2565651259117219e-11,1.2794269125230307e-10
NGC2955,97.9,14.17,275.0,10.1,44.03,245.22,146.96,1.7295972742712075e-10,1.2704678160101234e-11,1.077739431431779e-10
NGC2955,97.9,16.88,275.0,10.0,57.16,236.05,134.67,1.4519190388876195e-10,1.0559411191909958e-11,8.413407287561574e-11
NGC2955,97.9,19.49,276.0,11.7,67.4,232.49,125.34,1.2666475277204412e-10,1.0738968169803741e-11,7.077775664315064e-11
NGC2955,97.9,22.19,267.0,15.7,77.25,219.85,117.47,1.0411532887120295e-10,1.2244274631295028e-11,5.8117898894346674e-11
NGC2955,97.9,24.8,257.0,15.1,79.95,209.2,111.12,8.631057713246406e-11,1.0142332410118345e-11,4.8242763966930016e-11
NGC2955,97.9,27.51,254.0,13.6,78.21,199.59,105.5,7.6002223423407e-11,8.138820776049884e-12,3.984834783713458e-11
NGC2955,97.9,30.12,248.0,11.6,75.51,191.82,100.83,6.617559409627697e-11,6.190620092877523e-12,3.3586931426766534e-11
NGC2955,97.9,35.43,227.0,11.2,77.83,176.46,92.96,4.713353542358981e-11,4.651062526380669e-12,2.5314911400676795e-11
NGC2976,3.58,0.11,6.8,3.62,1.06,11.98,0.0,1.362305766762795e-11,1.4504549634356817e-11,2.147275541600048e-11
NGC2976,3.58,0.17,9.5,4.31,1.76,15.44,0.0,1.7204725345432585e-11,1.5611024471329356e-11,2.3313479925589705e-11
NGC2976,3.58,0.24,14.0,3.11,2.47,19.52,0.0,2.6466364197128984e-11,1.1758627521867306e-11,2.654955770213843e-11
NGC2976,3.58,0.31,19.8,5.5,2.93,23.11,0.0,4.098435847205706e-11,2.2769088040031703e-11,2.8813763435386486e-11
NGC2976,3.58,0.38,26.1,3.9,3.29,26.27,0.0,5.8096085783220946e-11,1.7362048624870628e-11,3.035079778831763e-11
NGC2976,3.58,0.45,28.7,3.5,3.99,29.18,0.0,5.93199442871651e-11,1.446827909443051e-11,3.1806902002058393e-11
NGC2976,3.58,0.52,28.7,2.7,4.46,32.19,0.0,5.1334567171585175e-11,9.658768736117071e-12,3.3528956070296585e-11
NGC2976,3.58,0.59,31.7,2.5,4.93,35.22,0.0,5.51970627147415e-11,8.706161311473422e-12,3.540299252074944e-11
NGC2976,3.58,0.66,35.5,2.3,5.88,38.01,0.0,6.188169847761001e-11,8.018473605549465e-12,3.716851976685985e-11
NGC2976,3.58,0.73,39.4,2.1,6.93,40.66,0.0,6.891583750358705e-11,7.346358312565116e-12,3.882909517566714e-11
NGC2976,3.58,0.8,42.9,2.3,7.52,43.36,0.0,7.455453265107879e-11,7.994192312236886e-12,4.037181355149582e-11
NGC2976,3.58,0.87,46.0,2.6,8.45,45.92,0.0,7.882171237315261e-11,8.91028052913899e-12,4.193366131212944e-11
NGC2976,3.58,0.94,49.1,3.1,9.28,48.76,0.0,8.311599062537628e-11,1.0495298205240998e-11,4.395348972486932e-11
NGC2976,3.58,1.01,49.2,3.2,10.11,52.24,0.0,7.767089088317434e-11,1.0103530521388532e-11,4.706256154569506e-11
NGC2976,3.58,1.08,51.4,3.2,11.31,55.81,0.0,7.927786344018921e-11,9.871173657922391e-12,5.0570984980942094e-11
NGC2976,3.58,1.14,57.2,3.1,13.04,58.54,0.0,9.301150272259345e-11,1.0081666379022367e-11,5.354413836346672e-11
NGC2976,3.58,1.21,63.8,2.9,15.48,61.95,0.0,1.0901981529690846e-10,9.91089229971895e-12,5.781260055314193e-11
NGC2976,3.58,1.29,67.8,2.8,17.62,66.07,0.0,1.1548328580534445e-10,9.538442485397182e-12,6.263212581601622e-11
NGC2976,3.58,1.35,69.8,3.3,19.66,68.88,0.0,1.1695708392107055e-10,1.1058979281935038e-11,6.622575208254636e-11
NGC2976,3.58,1.42,71.7,3.9,21.7,71.85,0.0,1.1732739324867356e-10,1.2763649474751098e-11,6.965624310061452e-11
NGC2976,3.58,1.49,74.1,4.4,23.73,74.58,0.0,1.1942619684747662e-10,1.4182868181616657e-11,7.27370313061548e-11
NGC2976,3.58,1.56,76.7,4.8,25.98,76.94,0.0,1.2221248765435488e-10,1.5296478246177404e-11,7.551103411639997e-11
NGC2976,3.58,1.63,79.9,4.4,27.71,78.73,0.0,1.2692740731046454e-10,1.397948916560811e-11,7.688501431702113e-11
NGC2976,3.58,1.74,83.6,3.35,30.15,80.17,0.0,1.3017055645261546e-10,1.0432329285078034e-11,7.678480715780508e-11
NGC2976,3.58,1.93,83.9,3.95,29.44,78.52,0.0,1.18199616487304e-10,1.1129642076873678e-11,6.631690282170635e-11
NGC2976,3.58,2.1,88.7,4.44,29.75,75.56,0.0,1.2141641337032635e-10,1.2155329771459956e-11,5.7712404075120865e-11
NGC2976,3.58,2.27,85.3,5.36,29.85,73.66,0.0,1.0387754088164427e-10,1.305471557152669e-11,5.145158708831773e-11
NGC2998,68.1,0.33,90.0,20.0,0.0,44.56,0.0,7.954640074090713e-10,3.5353955884847614e-10,9.749803963838301e-11
NGC2998,68.1,0.99,125.0,15.0,0.66,93.23,0.0,5.114866302784667e-10,1.22756791266832e-10,1.42278461699738e-10
NGC2998,68.1,1.98,148.0,15.0,2.66,132.13,0.0,3.5851530078782514e-10,7.267202042996455e-11,1.4299110497359378e-10
NGC2998,68.1,2.64,180.0,17.0,4.03,154.64,0.0,3.9773200370453566e-10,7.512715625530118e-11,1.46976776155149e-10
NGC2998,68.1,3.63,201.0,15.0,6.22,196.69,0.0,3.6069069992518403e-10,5.3834432824654334e-11,1.7303945899648328e-10
NGC2998,68.1,7.59,206.0,10.0,16.84,221.58,0.0,1.8119329371127943e-10,1.759158191371645e-11,1.060295614829226e-10
NGC2998,68.1,12.5,214.0,5.0,32.06,213.19,0.0,1.1873178267151532e-10,5.548214143528753e-12,6.158214790158292e-11
NGC2998,68.1,17.48,212.0,5.0,44.76,198.92,0.0,8.332584919038189e-11,3.930464584451976e-12,4.0394869211789956e-11
NGC2998,68.1,22.46,213.0,2.0,52.43,175.78,0.0,6.54634530644708e-11,1.229360620929029e-12,2.625840567954496e-11
NGC2998,68.1,27.44,214.0,2.0,58.37,162.69,0.0,5.408700012368592e-11,1.0109719649287087e-12,1.9653808692438567e-11
NGC2998,68.1,32.32,213.0,2.0,63.92,151.18,0.0,4.549223873230242e-11,8.543143423906557e-13,1.55556028161045e-11
NGC2998,68.1,37.3,213.0,3.0,66.04,139.68,0.0,3.9418476027560705e-11,1.1103796064101606e-12,1.2265031404022005e-11
NGC2998,68.1,42.28,203.0,3.0,64.42,130.09,0.0,3.158686701483274e-11,9.336019807339727e-13,9.666873977360172e-12
NGC3109,1.33,0.26,6.1,1.6,1.0,2.78,0.0,4.638053744624032e-12,2.4330773742290003e-12,6.062999469121262e-13
NGC3109,1.33,0.52,11.2,0.7,2.12,4.73,0.0,7.817756808998099e-12,9.772196011247624e-13,9.772725754016091e-13
NGC3109,1.33,0.77,14.9,1.5,4.53,7.0,0.0,9.343966364279786e-12,1.881335509586534e-12,1.8948415624954e-12
NGC3109,1.33,1.03,19.1,2.2,6.54,8.59,0.0,1.1478336821186398e-11,2.6442241891738297e-12,2.5065901805837234e-12
NGC3109,1.33,1.29,24.3,0.9,8.22,10.63,0.0,1.4834478780031032e-11,1.0988502800022987e-12,3.1168471161751985e-12
NGC3109,1.33,1.55,29.8,1.9,10.06,11.72,0.0,1.856736542063338e-11,2.367650624107612e-12,3.551952644340769e-12
NGC3109,1.33,1.81,34.3,1.6,11.73,12.56,0.0,2.1064886332808845e-11,1.9652372088917875e-12,3.875859229570358e-12
NGC3109,1.33,2.06,38.2,3.5,12.92,13.39,0.0,2.2956673642372795e-11,4.206720300958366e-12,4.036381952436893e-12
NGC3109,1.33,2.32,42.5,5.6,13.76,13.69,0.0,2.5231282722236573e-11,6.649185093859991e-12,3.953829657272925e-12
NGC3109,1.33,2.58,42.3,3.0,14.44,13.73,0.0,2.2475558041898867e-11,3.1880224172906195e-12,3.80314305234122e-12
NGC3109,1.33,2.84,47.3,4.4,15.04,13.74,0.0,2.553015174817248e-11,4.749795674078601e-12,3.658376523278635e-12
NGC3109,1.33,3.1,49.3,4.0,15.37,14.32,0.0,2.5408650500650434e-11,4.123107586312444e-12,3.541524652917476e-12
NGC3109,1.33,3.35,50.6,3.5,15.75,15.08,0.0,2.4768840780662015e-11,3.4265194755856543e-12,3.4997098154965475e-12
NGC3109,1.33,3.61,53.0,3.5,16.29,15.34,0.0,2.5217033307615572e-11,3.3305515689303586e-12,3.4384749056056253e-12
NGC3109,1.33,3.87,54.7,3.3,16.37,14.77,0.0,2.5056080889285763e-11,3.023219997610348e-12,3.157484981125627e-12
NGC3109,1.33,4.13,55.2,3.1,16.42,14.16,0.0,2.390988892520232e-11,2.6855310024683768e-12,2.902335213470595e-12
NGC3109,1.33,4.38,57.5,2.6,16.88,13.87,0.0,2.4463074259647108e-11,2.2123128026115646e-12,2.8199430114475148e-12
NGC3109,1.33,4.64,59.1,2.4,17.22,13.96,0.0,2.439531532319865e-11,1.9813454069602963e-12,2.7516535000839765e-12
