Z,N,A,symbol,A_group,B_obs_MeV,sigma_B_obs_MeV,Delta_B_P_minus_SEMF_MeV,Delta_B_P_minus_Yukawa_MeV,abs_Delta_B_P_minus_SEMF_MeV,abs_Delta_B_P_minus_Yukawa_MeV,required_sigma_3sigma_SEMF_MeV,required_sigma_3sigma_Yukawa_MeV,required_relative_precision_SEMF,required_relative_precision_Yukawa,resolvable_now_SEMF_sigma_le_req,resolvable_now_Yukawa_sigma_le_req,precision_ratio_obs_over_req_SEMF,precision_ratio_obs_over_req_Yukawa
43,57,100,Tc,mid_A_41_120,859.511840,0.00135,5.885384,790.017985,5.885384,790.017985,1.9617947,263.33933,0.0022824522,0.30638243,1,1,0.00068814541,5.1264656e-06
44,56,100,Ru,mid_A_41_120,861.935930,0.00034,-7.089744,781.567931,7.089744,781.567931,2.363248,260.52264,0.0027417908,0.30225291,1,1,0.00014386979,1.3050689e-06
45,55,100,Rh,mid_A_41_120,857.517320,0.01813,9.786828,790.018056,9.786828,790.018056,3.262276,263.33935,0.0038043267,0.30709508,1,1,0.0055574697,6.8846528e-05
46,54,100,Pd,mid_A_41_120,856.356520,0.01764,12.804822,790.017822,12.804822,790.017822,4.268274,263.33927,0.0049842255,0.30751126,1,1,0.0041328181,6.6985831e-05
47,53,100,Ag,mid_A_41_120,848.499470,0.005,22.497517,790.017929,22.497517,790.017929,7.4991723,263.33931,0.0088381579,0.31035884,1,1,0.00066674025,1.8986911e-05
48,52,100,Cd,mid_A_41_120,843.773750,0.00168,29.920786,790.018250,29.920786,790.018250,9.9735953,263.33942,0.011820225,0.31209719,1,1,0.00016844477,6.3795995e-06
49,51,100,In,mid_A_41_120,832.974950,0.00224,44.018106,790.018260,44.018106,790.018260,14.672702,263.33942,0.017614818,0.31614326,1,1,0.00015266445,8.5061325e-06
50,50,100,Sn,mid_A_41_120,825.162600,0.24001,55.846063,790.018547,55.846063,790.018547,18.615354,263.33952,0.02255962,0.31913651,1,1,0.01289312,0.00091140898
36,65,101,Kr,mid_A_41_120,815.575000,0.505,66.917248,799.026046,66.917248,799.026046,22.305749,266.34202,0.027349722,0.32656962,1,1,0.022639903,0.0018960583
37,64,101,Rb,mid_A_41_120,828.823705,0.0204929,51.628659,799.026183,51.628659,799.026183,17.209553,266.34206,0.020763828,0.32134947,1,1,0.0011907863,7.6942034e-05
38,63,101,Sr,mid_A_41_120,840.798851,0.008484,38.522414,799.026091,38.522414,799.026091,12.840805,266.34203,0.015272148,0.31677259,1,1,0.00066070626,3.1853778e-05
39,62,101,Y,mid_A_41_120,849.746381,0.0070801,10.846551,786.741258,10.846551,786.741258,3.615517,262.24709,0.0042548189,0.30861807,1,1,0.0019582538,2.6997821e-05
40,61,101,Zr,mid_A_41_120,857.070234,0.0083325,-4.865659,781.581952,4.865659,781.581952,1.6218863,260.52732,0.0018923611,0.30397429,1,1,0.0051375364,3.198321e-05
41,60,101,Nb,mid_A_41_120,862.018386,0.0037471,-4.398040,786.781780,4.398040,786.781780,1.4660133,262.26059,0.0017006753,0.30424014,1,1,0.0025559795,1.4287697e-05
42,59,101,Mo,mid_A_41_120,865.864506,0.0003131,7.923800,799.026346,7.923800,799.026346,2.6412667,266.34212,0.0030504388,0.30760253,1,1,0.00011854161,1.1755557e-06
43,58,101,Tc,mid_A_41_120,867.906797,0.0240077,5.730291,799.026120,5.730291,799.026120,1.910097,266.34204,0.0022008089,0.30687862,1,1,0.012568838,9.0138605e-05
44,57,101,Ru,mid_A_41_120,868.737966,0.0004141,-3.976232,791.935676,3.976232,791.935676,1.3254107,263.97856,0.0015256737,0.30386442,1,1,0.00031243147,1.568688e-06
45,56,101,Rh,mid_A_41_120,867.409937,0.0058378,7.891401,799.026074,7.891401,799.026074,2.630467,266.34202,0.0030325535,0.30705438,1,1,0.0022193017,2.1918434e-05
46,55,101,Pd,mid_A_41_120,864.647304,0.0045854,12.246252,799.026487,12.246252,799.026487,4.082084,266.34216,0.0047210972,0.30803561,1,1,0.0011232988,1.72162e-05
47,54,101,Ag,mid_A_41_120,859.767197,0.0048379,3.783395,788.034439,3.783395,788.034439,1.2611317,262.67815,0.0014668292,0.30552241,1,1,0.0038361577,1.8417596e-05
48,53,101,Cd,mid_A_41_120,853.486936,0.0014948,27.502566,799.026201,27.502566,799.026201,9.167522,266.34207,0.010741256,0.31206344,1,1,0.00016305388,5.6123316e-06
49,52,101,In,mid_A_41_120,845.413026,0.0116655,38.405280,799.026754,38.405280,799.026754,12.80176,266.34225,0.01514261,0.31504394,1,1,0.00091124189,4.3798909e-05
50,51,101,Sn,mid_A_41_120,836.391403,0.3000003,51.489950,799.026690,51.489950,799.026690,17.163317,266.34223,0.020520676,0.31844209,1,1,0.017479157,0.0011263715
37,65,102,Rb,mid_A_41_120,831.579919,0.0829056,58.697358,808.035019,58.697358,808.035019,19.565786,269.34501,0.023528449,0.32389552,1,1,0.0042372742,0.00030780448
38,64,102,Sr,mid_A_41_120,845.704573,0.067065,42.649987,808.034970,42.649987,808.034970,14.216662,269.34499,0.016810436,0.31848591,1,1,0.004717352,0.00024899294
39,63,102,Y,mid_A_41_120,853.935554,0.00408,19.021090,797.615295,19.021090,797.615295,6.3403633,265.87176,0.0074248733,0.31134875,1,1,0.00064349625,1.5345744e-05
40,62,102,Zr,mid_A_41_120,863.561988,0.0087618,-3.157139,789.854364,3.157139,789.854364,1.0523797,263.28479,0.0012186498,0.30488233,1,1,0.0083257025,3.3278793e-05
41,61,102,Nb,mid_A_41_120,867.496485,0.0025092,16.342382,808.034440,16.342382,808.034440,5.4474607,269.34481,0.006279519,0.31048519,1,1,0.00046061829,9.3159396e-06
42,60,102,Mo,mid_A_41_120,873.976739,0.0083028,-5.307231,797.554082,5.307231,797.554082,1.769077,265.85136,0.0020241694,0.30418585,1,1,0.0046932949,3.1230986e-05
43,59,102,Tc,mid_A_41_120,874.206443,0.0091698,8.144462,808.034706,8.144462,808.034706,2.7148207,269.3449,0.0031054686,0.30810217,1,1,0.0033776817,3.4044825e-05
44,58,102,Ru,mid_A_41_120,877.957605,0.0004182,-6.275009,799.698646,6.275009,799.698646,2.0916697,266.56622,0.0023824267,0.30362083,1,1,0.00019993597,1.568841e-06
45,57,102,Rh,mid_A_41_120,874.852144,0.0064056,8.598904,808.034660,8.598904,808.034660,2.8663013,269.34489,0.0032763266,0.30787475,1,1,0.0022347964,2.3782148e-05
46,56,102,Pd,mid_A_41_120,875.189447,0.0004182,-1.992815,799.330734,1.992815,799.330734,0.66427167,266.44358,0.00075900329,0.30444103,1,1,0.0006295617,1.5695631e-06
47,55,102,Ag,mid_A_41_120,868.750830,0.0081702,17.706174,808.034768,17.706174,808.034768,5.902058,269.34492,0.0067937293,0.31003702,1,1,0.0013842968,3.0333596e-05
48,54,102,Cd,mid_A_41_120,865.381484,0.0016626,11.911111,799.677710,11.911111,799.677710,3.9703703,266.55924,0.0045880001,0.30802512,1,1,0.00041875187,6.2372628e-06
49,53,102,In,mid_A_41_120,855.634334,0.0045696,35.466088,808.034846,35.466088,808.034846,11.822029,269.34495,0.013816684,0.31478979,1,1,0.00038653262,1.6965605e-05
50,52,102,Sn,mid_A_41_120,849.091993,0.1001028,45.376459,808.034516,45.376459,808.034516,15.125486,269.34484,0.017813719,0.31721514,1,1,0.0066181541,0.00037165294
51,51,102,Sb,mid_A_41_120,834.462000,0.408,61.878890,808.035137,61.878890,808.035137,20.626297,269.34505,0.024718078,0.32277689,1,1,0.019780575,0.0015147856
37,66,103,Rb,mid_A_41_120,835.536000,0.412,63.796286,817.043099,63.796286,817.043099,21.265429,272.3477,0.025451242,0.32595567,1,1,0.019374169,0.0015127721
38,65,103,Sr,mid_A_41_120,848.926000,0.206,49.249654,817.043136,49.249654,817.043136,16.416551,272.34771,0.019338024,0.32081443,1,1,0.012548312,0.00075638601
39,64,103,Y,mid_A_41_120,859.291261,0.0112064,36.847504,817.043521,36.847504,817.043521,12.282501,272.34784,0.014293758,0.31694473,1,1,0.00091238744,4.114738e-05
40,63,103,Zr,mid_A_41_120,867.860871,0.0092185,26.589151,817.043570,26.589151,817.043570,8.8630503,272.34786,0.010212524,0.31381511,1,1,0.0010401047,3.3848256e-05
41,62,103,Nb,mid_A_41_120,874.298196,0.0039346,3.060339,805.665788,3.060339,805.665788,1.020113,268.55526,0.0011667793,0.30716667,1,1,0.0038570237,1.4650988e-05
42,61,103,Mo,mid_A_41_120,879.441522,0.0092185,-4.242102,804.675910,4.242102,804.675910,1.414034,268.2253,0.0016078772,0.30499504,1,1,0.0065192916,3.4368495e-05
43,60,103,Tc,mid_A_41_120,882.308763,0.0098056,8.678549,817.043373,8.678549,817.043373,2.8928497,272.34779,0.0032787271,0.30867628,1,1,0.0033895989,3.6003964e-05
44,59,103,Ru,mid_A_41_120,884.189657,0.0004429,6.996155,817.042846,6.996155,817.042846,2.3320517,272.34762,0.0026375016,0.30801945,1,1,0.00018991861,1.6262305e-06
45,58,103,Rh,mid_A_41_120,884.171848,0.0022969,-3.725899,808.800974,3.725899,808.800974,1.2419663,269.60032,0.0014046662,0.30491847,1,1,0.001849406,8.5196485e-06
46,57,103,Pd,mid_A_41_120,882.814782,0.0008755,10.065591,817.043617,10.065591,817.043617,3.355197,272.34787,0.0038005673,0.30849945,1,1,0.00026093848,3.2146387e-06
47,56,103,Ag,mid_A_41_120,879.378156,0.0040994,1.096646,806.923559,1.096646,806.923559,0.36554867,268.97452,0.00041568996,0.305869,1,1,0.011214375,1.5240849e-05
48,55,103,Cd,mid_A_41_120,874.444734,0.0018128,10.358374,808.677132,10.358374,808.677132,3.4527913,269.55904,0.0039485529,0.3082631,1,1,0.00052502449,6.7250572e-06
49,54,103,In,mid_A_41_120,867.643150,0.0089816,30.749504,817.043529,30.749504,817.043529,10.249835,272.34784,0.011813422,0.31389384,1,1,0.00087626779,3.2978414e-05
50,53,103,Sn,mid_A_41_120,859.329000,0.103,41.932401,817.043492,41.932401,817.043492,13.977467,272.34783,0.01626556,0.3169308,1,1,0.0073690033,0.00037819284
51,52,103,Sb,mid_A_41_120,848.102000,0.309,55.258839,817.042863,55.258839,817.042863,18.419613,272.34762,0.021718629,0.32112602,1,1,0.016775597,0.0011345794
37,67,104,Rb,mid_A_41_120,837.928000,0.52,71.336755,826.051584,71.336755,826.051584,23.778918,275.35053,0.028378236,0.32860882,1,1,0.02186811,0.0018885019
38,66,104,Sr,mid_A_41_120,853.424000,0.312,53.897881,826.051789,53.897881,826.051789,17.96596,275.3506,0.021051623,0.3226422,1,1,0.017366174,0.0011331009
39,65,104,Y,mid_A_41_120,862.992000,0.208,42.969798,826.052171,42.969798,826.052171,14.323266,275.35072,0.016597218,0.31906521,1,1,0.014521828,0.00075540023
40,64,104,Zr,mid_A_41_120,873.840854,0.0093184,29.781820,826.052356,29.781820,826.052356,9.9272733,275.35079,0.011360505,0.31510404,1,1,0.00093866661,3.3841923e-05
41,63,104,Nb,mid_A_41_120,879.151853,0.0017888,23.103358,826.051443,23.103358,826.051443,7.7011193,275.35048,0.0087597146,0.31320014,1,1,0.00023227792,6.4964477e-06
42,62,104,Mo,mid_A_41_120,886.902255,0.0089128,-1.579446,814.388209,1.579446,814.388209,0.526482,271.46274,0.00059361897,0.30607966,1,1,0.016928974,3.2832499e-05
43,61,104,Tc,mid_A_41_120,888.275128,0.0248872,11.739547,826.051509,11.739547,826.051509,3.9131823,275.3505,0.004405372,0.30998335,1,1,0.0063598365,9.038371e-05
44,60,104,Ru,mid_A_41_120,893.089579,0.002496,-4.464823,817.533203,4.464823,817.533203,1.4882743,272.51107,0.0016664334,0.30513296,1,1,0.0016771102,9.159261e-06
45,59,104,Rh,mid_A_41_120,891.170810,0.0022984,8.877373,826.051380,8.877373,826.051380,2.9591243,275.35046,0.0033204906,0.30897608,1,1,0.00077671627,8.3471805e-06
46,58,104,Pd,mid_A_41_120,892.824244,0.0013416,-2.515571,817.949070,2.515571,817.949070,0.83852367,272.64969,0.00093918111,0.30537891,1,1,0.0015999548,4.9205998e-06
47,57,104,Ag,mid_A_41_120,887.763240,0.0042224,2.409551,817.094956,2.409551,817.094956,0.80318367,272.36499,0.00090472733,0.30679913,1,1,0.005257079,1.5502727e-05
48,56,104,Cd,mid_A_41_120,885.832813,0.0016744,6.140506,817.032019,6.140506,817.032019,2.0468353,272.34401,0.0023106339,0.30744403,1,1,0.00081804333,6.1481067e-06
49,55,104,In,mid_A_41_120,877.264752,0.005772,14.730539,815.741272,14.730539,815.741272,4.9101797,271.91376,0.0055971469,0.30995632,1,1,0.0011755171,2.1227319e-05
50,54,104,Sn,mid_A_41_120,871.926786,0.0057408,36.725915,826.052089,36.725915,826.052089,12.241972,275.3507,0.014040137,0.31579566,1,1,0.00046894407,2.0849048e-05
51,53,104,Sb,mid_A_41_120,858.832000,0.104,51.303010,826.052149,51.303010,826.052149,17.101003,275.35072,0.019911931,0.32061069,1,1,0.0060815145,0.00037770013
52,52,104,Te,mid_A_41_120,848.361862,0.3176056,63.619728,826.051529,63.619728,826.051529,21.206576,275.35051,0.024997088,0.32456729,1,1,0.014976751,0.0011534593
38,67,105,Sr,mid_A_41_120,855.960000,0.525,60.982024,835.059642,60.982024,835.059642,20.327341,278.35321,0.023748004,0.32519418,1,1,0.025827283,0.0018860928
39,66,105,Y,mid_A_41_120,867.510000,0.42,47.156738,835.060455,47.156738,835.060455,15.718913,278.35349,0.018119575,0.32086487,1,1,0.026719405,0.0015088728
40,65,105,Zr,mid_A_41_120,877.652790,0.0121065,35.437690,835.060373,35.437690,835.060373,11.812563,278.35346,0.013459267,0.31715669,1,1,0.0010248834,4.3493262e-05
41,64,105,Nb,mid_A_41_120,885.327712,0.004032,25.825952,835.060469,25.825952,835.060469,8.6086507,278.35349,0.0097236882,0.31440729,1,1,0.00046836608,1.4485179e-05
42,63,105,Mo,mid_A_41_120,891.960615,0.009051,2.551406,823.339453,2.551406,823.339453,0.85046867,274.44648,0.00095348231,0.30768902,1,1,0.010642367,3.2979107e-05
43,62,105,Tc,mid_A_41_120,896.133777,0.035259,12.923482,835.060267,12.923482,835.060267,4.3078273,278.35342,0.0048071253,0.31061593,1,1,0.0081848684,0.0001266699
44,61,105,Ru,mid_A_41_120,898.999668,0.002499,9.633525,835.060745,9.633525,835.060745,3.211175,278.35358,0.0035719424,0.3096259,1,1,0.00077821981,8.97779e-06
45,60,105,Rh,mid_A_41_120,900.134056,0.002499,8.449553,835.060076,8.449553,835.060076,2.8165177,278.35336,0.003128998,0.30923545,1,1,0.00088726587,8.9777972e-06
46,59,105,Pd,mid_A_41_120,899.918344,0.001134,0.347966,828.368427,0.347966,828.368427,0.11598867,276.12281,0.00012888799,0.30683096,1,1,0.0097768173,4.1068683e-06
47,58,105,Ag,mid_A_41_120,897.788934,0.0045465,0.014327,825.862446,0.014327,825.862446,0.0047756667,275.28748,5.3193646e-06,0.30662829,1,1,0.95201368,1.6515462e-05
48,57,105,Cd,mid_A_41_120,894.269586,0.0013965,6.649743,826.978508,6.649743,826.978508,2.216581,275.6595,0.0024786497,0.30825101,1,1,0.00063002435,5.0660325e-06
49,56,105,In,mid_A_41_120,888.793972,0.010248,11.214207,824.979824,11.214207,824.979824,3.738069,274.99327,0.0042057767,0.30940047,1,1,0.0027415224,3.7266366e-05
50,55,105,Sn,mid_A_41_120,881.709045,0.003969,34.140210,835.060255,34.140210,835.060255,11.38007,278.35342,0.012906831,0.31569759,1,1,0.00034876763,1.4258851e-05
51,54,105,Sb,mid_A_41_120,871.604192,0.0218295,45.600272,835.060823,45.600272,835.060823,15.200091,278.35361,0.017439212,0.31935781,1,1,0.0014361427,7.8423629e-05
52,53,105,Te,mid_A_41_120,859.617864,0.3000165,59.166472,835.060397,59.166472,835.060397,19.722157,278.35347,0.022942936,0.3238107,1,1,0.015212154,0.0010778256
38,68,106,Sr,mid_A_41_120,860.084000,0.636,66.122120,844.068430,66.122120,844.068430,22.040707,281.35614,0.025626226,0.32712635,1,1,0.028855699,0.0022604802
39,67,106,Y,mid_A_41_120,870.790000,0.53,53.775599,844.068195,53.775599,844.068195,17.9252,281.35607,0.020584986,0.32310438,1,1,0.029567314,0.0018837341
40,66,106,Zr,mid_A_41_120,882.980000,0.212,39.175802,844.069126,39.175802,844.069126,13.058601,281.35638,0.014789237,0.31864411,1,1,0.016234511,0.00075349279
41,65,106,Nb,mid_A_41_120,889.686164,0.0014204,31.007173,844.068489,31.007173,844.068489,10.335724,281.35616,0.01161727,0.31624203,1,1,0.00013742627,5.0484055e-06
42,64,106,Mo,mid_A_41_120,898.829141,0.0091266,5.872171,833.101360,5.872171,833.101360,1.9573903,277.70045,0.0021777113,0.308958,1,1,0.0046626367,3.2864909e-05
43,63,106,Tc,mid_A_41_120,901.695042,0.0122536,16.594434,844.067883,16.594434,844.067883,5.531478,281.35596,0.006134533,0.31203006,1,1,0.0022152488,4.3551947e-05
44,62,106,Ru,mid_A_41_120,907.459704,0.0053954,10.350971,844.068561,10.350971,844.068561,3.4503237,281.35619,0.0038021784,0.31004813,1,1,0.0015637374,1.9176404e-05
45,61,106,Rh,mid_A_41_120,906.716760,0.0053848,10.539808,844.068803,10.539808,844.068803,3.5132693,281.35627,0.0038747153,0.31030227,1,1,0.0015327034,1.9138724e-05
46,60,106,Pd,mid_A_41_120,909.479300,0.0011024,-1.353266,836.756099,1.353266,836.756099,0.45108867,278.9187,0.00049598563,0.30667955,1,1,0.0024438654,3.9524062e-06
47,59,106,Ag,mid_A_41_120,905.731808,0.003021,12.840776,844.068729,12.840776,844.068729,4.2802587,281.35624,0.0047257462,0.31063968,1,1,0.00070579847,1.0737277e-05
48,58,106,Cd,mid_A_41_120,905.139215,0.0011024,3.276890,835.374365,3.276890,835.374365,1.0922967,278.45812,0.001206772,0.30764121,1,1,0.0010092496,3.9589436e-06
49,57,106,In,mid_A_41_120,897.832858,0.0122218,12.048766,835.543675,12.048766,835.543675,4.0162553,278.51456,0.0044732773,0.31020758,1,1,0.0030430834,4.3882087e-05
50,56,106,Sn,mid_A_41_120,893.796060,0.005088,29.788661,844.068245,29.788661,844.068245,9.9295537,281.35608,0.011109418,0.31478778,1,1,0.00051240974,1.8083846e-05
51,55,106,Sb,mid_A_41_120,882.133314,0.0074518,42.512034,844.068142,42.512034,844.068142,14.170678,281.35605,0.0160641,0.31894958,1,1,0.00052586051,2.6485302e-05
52,54,106,Te,mid_A_41_120,873.097429,0.100541,52.981184,844.068258,52.981184,844.068258,17.660395,281.35609,0.02022729,0.3222505,1,1,0.0056930211,0.00035734432
53,53,106,I,mid_A_41_120,857.434000,0.424,69.883173,844.068477,69.883173,844.068477,23.294391,281.35616,0.027167562,0.32813739,1,1,0.018201807,0.0015069867
38,69,107,Sr,mid_A_41_120,862.099000,0.749,73.664460,853.077139,73.664460,853.077139,24.55482,284.35905,0.028482599,0.329845,1,1,0.030503176,0.0026339939
39,68,107,Y,mid_A_41_120,875.046000,0.535,58.466273,853.076303,58.466273,853.076303,19.488758,284.35877,0.022271695,0.32496436,1,1,0.027451724,0.0018814261
40,67,107,Zr,mid_A_41_120,886.388000,0.321,45.340671,853.076562,45.340671,853.076562,15.113557,284.35885,0.017050724,0.3208063,1,1,0.021239209,0.0011288553
41,66,107,Nb,mid_A_41_120,895.278609,0.008025,34.285752,853.076012,34.285752,853.076012,11.428584,284.35867,0.012765394,0.31762031,1,1,0.00070218673,2.8221401e-05
42,65,107,Mo,mid_A_41_120,903.317433,0.0092234,25.303010,853.076147,25.303010,853.076147,8.4343367,284.35872,0.0093370684,0.31479379,1,1,0.0010935537,3.2435791e-05
43,64,107,Tc,mid_A_41_120,908.740075,0.0086777,18.392449,853.076973,18.392449,853.076973,6.1308163,284.35899,0.0067465016,0.31291565,1,1,0.0014154233,3.0516707e-05
44,63,107,Ru,mid_A_41_120,913.070333,0.0086777,13.551591,853.076010,13.551591,853.076010,4.517197,284.35867,0.0049472607,0.31143129,1,1,0.0019210364,3.0516741e-05
45,62,107,Rh,mid_A_41_120,915.289128,0.0120482,10.783665,853.076488,10.783665,853.076488,3.594555,284.35883,0.0039272345,0.31067651,1,1,0.0033517918,4.2369706e-05
46,61,107,Pd,mid_A_41_120,916.015722,0.0011984,10.086470,853.076205,10.086470,853.076205,3.3621567,284.35873,0.0036704137,0.31042997,1,1,0.00035643788,4.2143949e-06
47,60,107,Ag,mid_A_41_120,915.267428,0.0023861,1.715380,845.800674,1.715380,845.800674,0.57179333,281.93356,0.00062472816,0.30803408,1,1,0.0041730112,8.4633416e-06
48,59,107,Cd,mid_A_41_120,913.068707,0.0016585,4.817676,845.543153,4.817676,845.543153,1.605892,281.84772,0.0017587855,0.30868183,1,1,0.0010327594,5.8843833e-06
49,58,107,In,mid_A_41_120,908.862697,0.0096514,9.533376,844.942182,9.533376,844.942182,3.177792,281.64739,0.0034964489,0.30988993,1,1,0.0030371403,3.426767e-05
50,57,107,Sn,mid_A_41_120,903.025922,0.0053072,28.013774,853.076247,28.013774,853.076247,9.3379247,284.35875,0.010340705,0.31489544,1,1,0.00056834898,1.8663748e-05
51,56,107,Sb,mid_A_41_120,894.384581,0.0041516,37.674820,853.076750,37.674820,853.076750,12.558273,284.35892,0.014041245,0.31793808,1,1,0.00033058685,1.4599859e-05
52,55,107,Te,mid_A_41_120,883.606000,0.107,49.406963,853.076858,49.406963,853.076858,16.468988,284.35895,0.018638384,0.32181646,1,1,0.0064970599,0.00037628497
53,54,107,I,mid_A_41_120,871.622000,0.321,63.210512,853.076881,63.210512,853.076881,21.070171,284.35896,0.024173519,0.32624115,1,1,0.015234808,0.0011288549
39,69,108,Y,mid_A_41_120,877.932000,0.648,65.554859,862.084171,65.554859,862.084171,21.85162,287.36139,0.024889877,0.32731623,1,1,0.029654552,0.0022550002
40,68,108,Zr,mid_A_41_120,891.324000,0.432,49.593194,862.084204,49.593194,862.084204,16.531065,287.3614,0.018546639,0.32239837,1,1,0.026132618,0.0015033334
41,67,108,Nb,mid_A_41_120,899.171323,0.0082404,39.988499,862.083865,39.988499,862.083865,13.3295,287.36129,0.014824205,0.31958458,1,1,0.00061820775,2.8676096e-05
42,66,108,Mo,mid_A_41_120,909.593075,0.0092232,18.100980,854.567987,18.100980,854.567987,6.03366,284.856,0.0066333618,0.31316861,1,1,0.0015286244,3.2378465e-05
43,65,108,Tc,mid_A_41_120,913.984258,0.0087696,22.639651,862.084443,22.639651,862.084443,7.5465503,287.36148,0.0082567618,0.31440529,1,1,0.0011620674,3.051766e-05
44,64,108,Ru,mid_A_41_120,920.940484,0.0086832,14.895035,862.084897,14.895035,862.084897,4.9650117,287.36163,0.0053912405,0.31203062,1,1,0.0017488781,3.0216978e-05
45,63,108,Rh,mid_A_41_120,921.527896,0.0139968,13.506133,862.083724,13.506133,862.083724,4.5020443,287.36124,0.004885413,0.3118313,1,1,0.0031089876,4.870803e-05
46,62,108,Pd,mid_A_41_120,925.238603,0.0011124,0.961315,855.414102,0.961315,855.414102,0.32043833,285.13803,0.00034633048,0.30817784,1,1,0.0034714948,3.9012684e-06
47,61,108,Ag,mid_A_41_120,922.538830,0.0023868,12.590325,862.084088,12.590325,862.084088,4.196775,287.36136,0.0045491581,0.31148972,1,1,0.00056872241,8.3059183e-06
48,60,108,Cd,mid_A_41_120,923.402117,0.0011232,3.749068,855.110275,3.749068,855.110275,1.2496893,285.03676,0.0013533533,0.30868108,1,1,0.00089878338,3.9405444e-06
49,59,108,In,mid_A_41_120,917.487173,0.00864,10.751409,855.240635,10.751409,855.240635,3.583803,285.08021,0.0039061069,0.31071847,1,1,0.0024108468,3.030726e-05
50,58,108,Sn,mid_A_41_120,914.654948,0.0053784,14.350881,854.504057,14.350881,854.504057,4.783627,284.83469,0.0052299799,0.31141217,1,1,0.0011243352,1.8882532e-05
51,57,108,Sb,mid_A_41_120,904.247993,0.0054972,35.407758,862.083982,35.407758,862.083982,11.802586,287.36133,0.013052377,0.3177904,1,1,0.00046576233,1.9129923e-05
52,56,108,Te,mid_A_41_120,896.801987,0.0054108,44.096839,862.084878,44.096839,862.084878,14.698946,287.36163,0.016390403,0.32042929,1,1,0.00036810802,1.8829236e-05
53,55,108,I,mid_A_41_120,883.008000,0.108,59.142387,862.084901,59.142387,862.084901,19.714129,287.36163,0.022326105,0.32543492,1,1,0.0054783044,0.00037583305
